Season,Name,Team,Name,Team,Season,Age,W,L,SV,G,GS,IP,CG,ShO,QS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,ERA,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,FIP,xFIP,ERA-,FIP-,xFIP-,K%,BB%,SIERA,E-F,K-BB%,Balls,Strikes,Pitches,RS,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS/9,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,WAR,Dollars,ERA,IP,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,xERA,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),NameASCII,PlayerId,MLBAMID
2024,"Nick Martinez","CIN","Nick Martinez","CIN",2024,33,10,7,0,42,16,142.1,1,0,6,570,128,56,49,13,18,0,5,4,0,116,3.098360766457221,7.334894875694646,1.1381733427802037,6.44444444,0.8220140808968137,0.2340036563071298,1.0257611607772206,0.2751196172248804,0.71536145,3.2086343465409137,3.890930479787186,70.64260117958008,74.60629269789163,95.81663379559834,0.20350877,0.03157895,3.7996223200219363,-0.11027358008369292,0.17192982,691,1435,2126,82,0.2751196172248804,0.892045454,0.216470588,0.369411764,0.414117647,0.147727272,0.073863636,5.1850118948875945,0.39302326,0.34186047,0.26511628,0.19767442,0.57209302,0.23023256,3.4652782678604126,27.7222261428833,3.098360766457221,142.1,86.38587116745283,16.979811758365273,22,0.05104408,112.389,131,0.30394432,431,,0.22447059,,0.20282353,,,0.176,0.06117647,0.11905882,,,0.21647059,,,,92.55429851284067,,89.05266866661833,,,92.0008016168115,84.9453876201923,80.83517709362648,,,80.09065259850543,,,-3.1329583701847485,,0.6035643752379096,,,-7.737549970494235,-0.0039642113905686595,-0.5316293889825995,,,-7.597330640709918,,,10.393860247150156,,7.0028872036325405,,,8.701947706905916,1.9700595562274639,-7.645944225929472,,,4.257883221170177,,,3.4607478976249695,,5.687237847596407,,,3.3061190247535706,-0.7206624262034893,-4.2840786054730415,,,8.25227665901184,,,0.7255236682651928,,1.3195447442219042,,,0.8839890440517568,-0.5543557124642225,-1.6933117017680008,,,1.7939731867417046,,,0.33499501,0.6631016,0.50823529,0.59821429,0.87231183,0.78703704,0.528,"Nick Martinez",12730,607259
2024,"Mason Black","SFG","Mason Black","SFG",2024,24,1,5,0,9,8,36.1,0,0,0,169,46,26,26,7,15,0,3,0,0,31,6.440367535964505,7.678899754419218,3.7155966553641377,2.06666667,1.7339451058365976,0.304635761589404,1.6788992294608325,0.34513274336283184,0.70110701,5.450883647884043,5.23511653750691,159.85518963119696,138.81183891515255,128.2998625276908,0.18343195,0.0887574,4.87751149880842,0.9894838880804624,0.09467456,225,438,663,10,0.34513274336283184,0.69090909,0.218487394,0.319327731,0.462184873,0.072727272,0.127272727,2.477064436909425,0.39166667,0.38333333,0.225,0.16666667,0.46666667,0.36666667,-0.2602541223168373,-2.0820329785346985,6.440367535964505,36.1,89.84287037568934,18.447025074678308,12,0.1,112.511,49,0.40833333,120,,0.32126697,,,,,0.28506787,0.37104072,,,,0.02262443,,,,92.41689934529049,,,,,92.62433733258929,83.34472011162983,,,,87.58000081380209,,,-7.7346947181952395,,,,,-10.178652001436426,4.480199116032298,,,,-9.021715927124024,,,8.068806357227022,,,,,3.917991315246259,0.4219381596014752,,,,2.615124320983887,,,-5.7357166819274426,,,,,-1.8815098218619823,-1.6672826558351517,,,,-2.021752391010523,,,-2.6928247332992687,,,,,-0.9955078422550171,-0.6777571771687608,,,,-13.478349273403486,,,0.2715655,0.66285714,0.47812971,0.70588235,0.90948276,0.85488959,0.52790347,"Mason Black",30171,696131
2024,"Tyler Glasnow","LAD","Tyler Glasnow","LAD",2024,30,9,6,0,22,22,134,0,0,14,522,92,53,52,15,35,0,0,12,1,168,3.4925373134328357,11.283582089552239,2.3507462686567164,4.8,1.007462686567164,0.188911704312115,0.9477611940298507,0.2532894736842105,0.69811321,2.8978230618718848,2.6838001117555064,86.44382421562655,70.73185955549035,66.64545497772966,0.32183908,0.06704981,2.9002358520346823,0.5947142515609509,0.25478927,703,1309,2012,82,0.2532894736842105,1.39090909,0.165079365,0.485714285,0.349206349,0.1,0.136363636,5.507462686567164,0.3785489,0.40694006,0.21451104,0.170347,0.5362776,0.29337539,3.8137943744659424,30.51035499572754,3.4925373134328357,134,88.95448968349359,9.210926579972044,26,0.0815047,117.572,126,0.39498433,319,,0.45024876,,,,,0.08706468,0.27661692,0.18606965,,,,,,,96.31038501381215,,,,,96.55428571428571,89.98795104541367,83.72245780414438,,,,,,-0.6356510056975138,,,,,-6.634810267857143,0.7875838794296594,1.3604673497817095,,,,,,9.601975785566298,,,,,8.58236328125,0.591310844146948,-6.407462216953543,,,,,,9.441976770758629,,,,,1.3167280554771423,6.412723366171122,7.2055204175412655,,,,,,1.0433123503600694,,,,,0.7524160317012242,1.153367511901281,1.9266097373104987,,,,,,0.28977871,0.65692743,0.48358209,0.41090909,0.83500717,0.71502058,0.5278607,"Tyler Glasnow",14374,607192
2024,"Jacob Webb","BAL","Jacob Webb","BAL",2024,30,2,5,2,60,0,56.2,0,0,0,237,40,23,19,4,27,1,1,0,0,58,3.0176478036796532,9.211766979653678,4.288236352597402,2.14814815,0.6352942744588744,0.19138755980861244,1.182353233020683,0.24489795918367346,0.72115385,3.5194210418780587,4.309454260382244,76.8505843904794,87.09889557047865,105.36327926504796,0.24472574,0.11392405,4.028769956279538,-0.5017732381984055,0.13080169,331,603,934,27,0.24489795918367346,0.796875,0.233333333,0.34,0.426666666,0.15625,0.0625,4.288236352597402,0.39735099,0.32450331,0.2781457,0.21854305,0.48344371,0.29801325,0.6370887160301208,5.096709728240967,3.0176478036796532,56.2,87.39108072916666,17.700354817708334,12,0.0794702,115.452,52,0.34437086,151,,0.44432548,,,,,,0.28051392,,,,0.2751606,,,,93.45228727409639,,,,,,82.77480916030534,,,,84.29883572470817,,,-6.377563770707831,,,,,,6.638793479395277,,,,-11.07916900991002,,,9.413479503953313,,,,,,-0.7442004953631918,,,,5.6061232748662455,,,-0.052839651703834534,,,,,,1.9010012708604336,,,,4.781817726790905,,,-0.012732446193695068,,,,,,0.7255730041452036,,,,1.860629465677395,,,0.29705215,0.6693712,0.49357602,0.61832061,0.81212121,0.75704989,0.52783726,"Jacob Webb",19274,657097
2022,"Aaron Sanchez","- - -","Aaron Sanchez","- - -",2022,29,3,4,0,15,10,60,0,0,0,265,78,46,44,8,15,1,5,2,0,41,6.600000314712539,6.150000293254866,2.2500001072883657,2.73333333,1.2000000572204617,0.3183673469387755,1.550000073909763,0.35714285714285715,0.59907834,4.479097733497623,4.176788142908755,166.57646101336175,112.01431945288782,105.0199282717857,0.15471698,0.05660377,4.159756278255193,2.1209025812149163,0.09811321,355,651,1006,45,0.35714285714285715,1.810344827,0.180904522,0.52763819,0.291457286,0.017241379,0.137931034,6.750000321865097,0.37745098,0.41176471,0.21078431,0.06862745,0.56862745,0.3627451,0.21774800634011626,1.74198405072093,6.600000314712539,60,92.37964480606156,7.962768401332836,12,0.05882353,113.243,98,0.48039216,204,,0.19582505,,,,,0.41252485,,0.28429423,,,0.10735586,,,,92.37512392925127,,,,,92.13494093561746,,79.07937131228147,,,87.78703703703704,,,-6.887802821125476,,,,,-9.826337772966868,,6.6298982846987,,,-9.429571363661024,,,7.945670190801475,,,,,5.746516436841114,,-6.0067588966209575,,,3.8165776994493275,,,0.2929304800927639,,,,,-4.850889997556806,,-5.766091199591756,,,1.0124585293233395,,,0.14869567517399185,,,,,-1.1688891560377845,,-2.0161158040530616,,,0.9374616012253143,,,0.28210526,0.63841808,0.47017893,0.67910448,0.89380531,0.83298097,0.527833,"Aaron Sanchez",11490,592717
2024,"Michael Kelly","OAK","Michael Kelly","OAK",2024,31,3,2,0,28,0,31.1,0,0,0,128,27,11,9,2,10,1,3,1,0,22,2.5851069599755583,6.3191503466069205,2.872341066639509,2.2,0.5744682133279019,0.23478260869565218,1.1808513273962427,0.27472527472527475,0.77956989,3.836692693839014,4.937129202718809,66.73443815246868,96.9569423887963,120.97830632377283,0.171875,0.078125,4.462223346710205,-1.2515857338634557,0.09375,161,309,470,13,0.27472527472527475,0.875,0.166666666,0.388888888,0.444444444,0.075,0.05,3.7340433866313623,0.35483871,0.33333333,0.31182796,0.19354839,0.61290323,0.19354839,0.1336066722869873,1.0688533782958984,2.5851069599755583,31.1,85.21672634548611,18.360930718315974,3,0.03225806,107.544,19,0.20430108,93,,0.31914894,,,,,0.00851064,0.67234043,,,,,,,,95.06533203125,,,,,92.0999984741211,84.24145816851266,,,,,,,-3.6841796875,,,,,-8.428422927856445,7.990520235858386,,,,,,,7.771631673177083,,,,,4.623598575592041,-1.2426191885260087,,,,,,,2.084668096154928,,,,,-0.6619633585214615,2.7516707107424736,,,,,,,1.3897787307699523,,,,,-16.549083963036537,0.8707818704881246,,,,,,,0.29279279,0.62903226,0.47021277,0.6,0.88461538,0.80090498,0.52765957,"Michael Kelly",12791,547184
2022,"Caleb Ferguson","LAD","Caleb Ferguson","LAD",2022,25,1,0,0,37,1,34.2,0,0,0,142,23,9,7,1,17,0,2,0,0,37,1.8173080255999978,9.605770992457131,4.41346234788571,2.17647059,0.25961543222857114,0.18699186991869918,1.1538463654603162,0.25882352941176473,0.81280788,2.9970463651171766,3.860432467157147,45.91827728293916,74.30786127670386,96.74784084411024,0.26056338,0.11971831,3.744532703935518,-1.1797383395171788,0.14084507,201,379,580,9,0.25882352941176473,1.24137931,0.235294117,0.423529411,0.34117647,0.103448275,0.034482758,2.33653889005714,0.36046512,0.39534884,0.24418605,0.19767442,0.52325581,0.27906977,0.46057508140802383,3.6846006512641907,1.8173080255999978,34.2,84.83166934742647,13.796646656709559,3,0.03488372,110.229,26,0.30232558,86,,0.66896552,,,,,,,0.33103448,,,,,,,94.83736710695877,,,,,,,78.3234354654948,,,,,,4.234631833341933,,,,,,,-7.158768663803737,,,,,,9.188544243881383,,,,,,,-7.94545782605807,,,,,,5.20580243691802,,,,,,,0.6513199713081121,,,,,,1.3417016589994897,,,,,,,0.3392291517229751,,,,,,0.27737226,0.64379085,0.47068966,0.60526316,0.81725888,0.75824176,0.52758621,"Caleb Ferguson",19349,657571
2024,"Jeremiah Estrada","SDP","Jeremiah Estrada","SDP",2024,25,6,3,1,62,0,61,0,0,0,252,42,22,20,4,23,1,0,5,0,94,2.9508202257288123,13.868855060925418,3.393443259588134,4.08695652,0.5901640451457624,0.18340611353711792,1.065573970402071,0.2900763358778626,0.72390572,2.068118916490737,2.653307346946776,74.58065966721743,52.093378609885534,65.9085752516922,0.37301587,0.09126984,2.38890368396469,0.8827013092380751,0.28174603,332,672,1004,32,0.2900763358778626,0.810344827,0.21641791,0.350746268,0.43283582,0.068965517,0.068965517,4.721312361166099,0.39552239,0.36567164,0.23880597,0.17910448,0.51492537,0.30597015,1.6334455013275146,13.067564010620117,2.9508202257288123,61,89.1811814948694,17.45852342292444,7,0.05185185,109.823,50,0.37037037,135,,0.56530409,,,0.19840479,,,0.23629113,,,,,,,,97.20899470899471,,,83.62211447864321,,,89.78270042194093,,,,,,,-1.0112398339327051,,,-6.980202526303392,,,2.5242992030920357,,,,,,,11.395022975914904,,,5.566743016842023,,,3.38731158936577,,,,,,,8.102249532938004,,,2.273021586239338,,,1.7419965527951717,,,,,,,1.4289681715940041,,,1.142221902632833,,,0.7350196425296083,,,,,,,0.34177215,0.70888469,0.53539382,0.40123457,0.77333333,0.66108007,0.52741775,"Jeremiah Estrada",22210,669093
2024,"Xzavion Curry","- - -","Xzavion Curry","- - -",2024,25,2,2,0,16,5,42.2,0,0,0,172,38,23,22,8,7,1,0,1,0,28,4.6406253803288875,5.906250484054948,1.476562621013737,4,1.6875001383014137,0.23030303030303031,1.0546875864383836,0.23255813953488372,0.65088757,4.78366741082865,5.039432405372924,114.74880930114192,118.36118185115633,123.75850203263833,0.1627907,0.04069767,4.9550510933376035,-0.14304203049976216,0.12209302,212,427,639,26,0.23255813953488372,0.421052631,0.211678832,0.233576642,0.554744525,0.092105263,0.105263157,5.484375449479594,0.32116788,0.41605839,0.26277372,0.1459854,0.45255474,0.40145985,0.044133059680461884,0.35306447744369507,4.6406253803288875,42.2,89.94820387346032,25.588521247362568,15,0.10948905,110.987,59,0.43065693,137,,0.49452269,,,0.00782473,,,0.34428795,0.13928013,,,0.01408451,,,,92.0727855827235,,,83.8,,,84.6050009987571,73.86516785353757,,,87.36666700575087,,,-2.665245852892912,,,-3.963181495666504,,,3.1536374525590376,6.088751503590787,,,-7.578090985616048,,,10.621715883665447,,,6.601690864562988,,,1.2421674717556346,-6.572847516349192,,,6.189403322007921,,,-0.2097882404923439,,,0.22937672585248947,,,1.549812700599432,-0.5760492607951164,,,0.43767504394054413,,,-0.06638868370010882,,,4.587534517049789,,,0.7044603184542872,-0.647246360443951,,,4.863056043783823,,,0.26490066,0.72700297,0.5086072,0.7125,0.87755102,0.83692308,0.52738654,"Xzavion Curry",25595,675540
2023,"José Cisnero","DET","José Cisnero","DET",2023,34,3,4,2,63,0,59.1,0,0,0,267,63,39,35,10,25,2,5,9,0,70,5.308990243137513,10.617980486275027,3.7921358879553666,2.8,1.5168543551821465,0.26582278481012656,1.4831464806225434,0.3375796178343949,0.6835443,4.603355341881201,4.195734648308609,125.17656132604036,108.74529800727527,97.91895361044915,0.26217228,0.09363296,3.732262068889236,0.7056349012563121,0.16853933,348,640,988,36,0.3375796178343949,1.125,0.170731707,0.43902439,0.390243902,0.140625,0.15625,5.460675678655727,0.40361446,0.36144578,0.23493976,0.1746988,0.48795181,0.3373494,-0.02707740291953087,-0.21661922335624695,5.308990243137513,59.1,90.0709794207317,14.3213798709032,16,0.09580838,116.847,74,0.44311377,167,,0.36815416,,0.12271805,,,0.21298174,0.19776876,,,,0.09837728,,,,95.81652462121212,,88.98678008780992,,,95.53714657738095,84.7138421474359,,,,88.77113200708763,,,-6.326461077393251,,1.2022107337131973,,,-10.079594494047619,2.6391041291065704,,,,-7.519594172841495,,,9.055965371039944,,3.6325254834387914,,,5.40396728515625,-1.3198591183393429,,,,0.49395881731485586,,,0.00788697600364685,,0.4064137563109398,,,-4.223817925900221,1.4732816107571125,,,,-1.8119638487696648,,,0.0021727206621616666,,0.33587913744705766,,,-2.0113418694762957,0.7555290311574936,,,,-1.868003967803778,,,0.25107296,0.68846154,0.48174442,0.52991453,0.85195531,0.77263158,0.52738337,"Jose Cisnero",6399,542585
2024,"Zebby Matthews","MIN","Zebby Matthews","MIN",2024,24,1,4,0,9,9,37.2,0,0,0,177,51,31,28,11,11,0,2,1,0,43,6.690265938430782,10.274336976875844,2.6283187615263786,3.90909091,2.6283187615263786,0.31097560975609756,1.6460178102488432,0.36363636363636365,0.67901235,5.715152516739616,4.046208480069212,167.12096353293475,140.6550663384774,98.81436404568112,0.24293785,0.06214689,3.7790520718282905,0.9751134216911659,0.18079096,252,465,717,16,0.36363636363636365,0.867924528,0.181818181,0.380165289,0.438016528,0.094339622,0.207547169,3.8230091076747326,0.45454545,0.2892562,0.25619835,0.16528926,0.45454545,0.38016529,-0.1855444461107254,-1.4843555688858032,6.690265938430782,37.2,90.50509265237604,14.076754987732437,17,0.14049587,109.426,51,0.4214876,121,,0.42817294,,0.16178522,,,,0.25941423,0.07112971,,,0.07949791,,,,94.90879478827361,,90.89310008081897,,,,87.20107736895162,81.69607843137256,,,85.78421395285088,,,-5.982918506336523,,0.36462796967605066,,,,1.4559874175697245,1.446120767032399,,,-7.8915244654605265,,,9.871624179305782,,6.213758271316002,,,,1.5469601538873488,-4.7394154866536455,,,5.20391417386239,,,-3.6500513404607773,,-1.5066082514822483,,,,-3.131320286542177,-2.937227264046669,,,-1.7855156287550926,,,-1.1889418047103508,,-1.2988002167950417,,,,-1.6835055303990198,-5.759269145189547,,,-3.1324835592194606,,,0.27433628,0.69312169,0.49511855,0.5483871,0.84732824,0.76901408,0.52719665,"Zebby Matthews",31827,805673
2024,"Jake Bird","COL","Jake Bird","COL",2024,28,2,2,1,35,0,40,0,0,0,185,43,21,20,5,25,1,4,1,0,31,4.5000008583070485,6.9750013303759255,5.62500107288381,1.24,1.1250002145767621,0.27564102564102566,1.7000003242493293,0.31666666666666665,0.78461538,5.416480207443319,5.416889244209843,96.43309038180784,126.61083839359048,132.6925315151221,0.16756757,0.13513514,5.13976651896135,-0.9164793491362708,0.03243243,255,429,684,16,0.31666666666666665,1.325581395,0.180327868,0.467213114,0.352459016,0.093023255,0.116279069,3.6000006866456387,0.416,0.304,0.28,0.152,0.512,0.336,-0.3567086160182953,-2.8536689281463623,4.5000008583070485,40,88.25087164256199,11.292053727079029,11,0.088,109.99,52,0.416,125,,0.00732064,,0.07174231,,,0.44509517,0.29721816,0.17715959,,,0.00146413,,,,94.67999877929688,,91.57551419005102,,,95.42204204358552,85.42906211514779,81.65289256198348,,,89.19999694824219,,,-5.248241424560547,,0.4247587554308833,,,-6.89535843698602,5.116981844596675,7.648157545357696,,,-3.456674814224243,,,6.10377311706543,,4.899196391202966,,,1.487682442916067,1.7564835571890394,-4.8764830029700414,,,8.168983459472656,,,-0.5642285421490669,,-2.3742763213813305,,,-3.2826236486434937,0.9359754808247089,-2.124505180865526,,,-0.0350487045943737,,,-11.284570842981339,,-4.845461880370062,,,-1.0798104107379913,0.46107166543089106,-1.7557894056739884,,,-3.5048704594373703,,,0.25386997,0.60833333,0.44070278,0.58536585,0.8630137,0.78737542,0.52708638,"Jake Bird",21267,656234
2022,"Mike Clevinger","SDP","Mike Clevinger","SDP",2022,31,7,7,0,23,22,114.1,0,0,6,485,102,56,55,20,35,0,10,3,0,91,4.329446256740837,7.1632656247893856,2.7551021633805326,2.6,1.5743440933603046,0.2318181818181818,1.198250782168676,0.24924012158054712,0.76470588,4.975404845472902,4.7600584967912525,111.70688633549811,125.03709261369342,118.94134819818663,0.18762887,0.07216495,4.493339563722158,-0.6459585887320642,0.11546392,698,1233,1931,70,0.24924012158054712,0.767295597,0.190201729,0.351585014,0.458213256,0.113207547,0.125786163,5.510204326761065,0.45558739,0.31232092,0.23209169,0.18338109,0.5243553,0.29226361,0.41100916638970375,3.28807333111763,4.329446256740837,114.1,88.18794511435688,18.76435446255449,33,0.09455587,111.1,135,0.38681948,349,,0.36812046,,0.14641745,,,0.14849429,0.20612669,0.0337487,,,0.09709242,,,,93.61777262828919,,86.63652612131538,,,93.18146989729021,79.88765741535639,76.77845858060397,,,86.33582783255348,,,-5.4496959584051865,,1.8821586040740317,,,-8.531505237926137,8.374224833337125,3.419448969914363,,,-8.510835535386029,,,9.82046148302861,,3.003242573839553,,,8.711406147563373,-0.8367717091923096,-6.229136577019324,,,5.957037777824198,,,-2.0937056690454483,,1.0458031613379717,,,6.521889852359891,-6.211642330512404,-1.1154198311269283,,,-1.4556755721569061,,,-0.29530404358892076,,0.3708521848716212,,,2.2803810672587033,-1.5646454233028726,-1.7160305094260437,,,-0.7784361348432653,,,0.27003293,0.67192118,0.48182762,0.58943089,0.8431085,0.77586207,0.52699896,"Mike Clevinger",12808,605182
2022,"Jhoan Duran","MIN","Jhoan Duran","MIN",2022,24,2,4,8,57,0,67.2,0,0,0,266,50,15,14,6,16,3,4,6,0,89,1.8620690354997995,11.83743886853444,2.128078897714057,5.5625,0.7980295866427712,0.2032520325203252,0.9753694947856093,0.2913907284768212,0.89285714,2.5212979745204147,2.112419531585704,48.14801946830559,63.49702613429792,52.822674273979764,0.33458647,0.06015038,1.9611905553598143,-0.6592289390206152,0.27443609,314,709,1023,30,0.2913907284768212,2.764705882,0.168831168,0.61038961,0.22077922,0.058823529,0.176470588,3.9901479332138563,0.3566879,0.36305732,0.28025478,0.19745223,0.58598726,0.21656051,1.5288336277008057,12.230669021606445,1.8620690354997995,67.2,88.24517425933442,-1.077882246537642,7,0.04458599,112.218,55,0.35031847,157,,0.49560117,,,0.16031281,,,0.03030303,0.31378299,,,,,,,100.805326984714,,,96.3719512195122,,,89.68064831149194,87.83458065615265,,,,,,-7.276444233851085,,,-7.891165384432164,,,-0.3347396235312185,1.0402630482135904,,,,,,8.365382689225838,,,2.2975871388505147,,,1.8668094758064515,-3.5047599816248054,,,,,,5.462859394028783,,,0.3097483292222023,,,0.6854340918362141,7.07745829038322,,,,,,1.0774870599662294,,,0.18887093245256237,,,2.2110777156006907,2.20481566678605,,,,,,0.37396694,0.70315399,0.54740958,0.41436464,0.79155673,0.66964286,0.52688172,"Jhoan Duran",21029,661395
2022,"Diego Castillo","SEA","Diego Castillo","SEA",2022,28,7,3,7,59,0,54.1,0,0,0,222,40,27,22,5,22,4,2,1,0,53,3.644172120280084,8.779141926129293,3.644172120280084,2.40909091,0.8282209364272918,0.20202020202020202,1.1411044012998244,0.25,0.64912281,3.68298320231312,3.8489673319233346,99.82000179419289,96.69645595306788,97.54143830205074,0.23873874,0.0990991,3.6671425862681377,-0.03881108203303629,0.13963964,303,540,843,25,0.25,1.34,0.193103448,0.462068965,0.344827586,0.14,0.1,4.141104682136459,0.46206897,0.33103448,0.20689655,0.22068966,0.57241379,0.20689655,0.30485498905181885,2.438839912414551,3.644172120280084,54.1,86.40869140625,9.047275967068142,11,0.07586207,114.404,43,0.29655172,145,,0.05601907,,,,,0.31108462,0.63289631,,,,,,,,95.72340425531915,,,,,95.1264367816092,88.3894553319209,,,,,,,-6.974119145819482,,,,,-10.083565313697317,-0.179228673098002,,,,,,,6.45866101853391,,,,,3.1410052420079024,3.451039689633357,,,,,,,0.22903986275196075,,,,,0.10764884203672409,10.901405366137624,,,,,,,0.48731885691906546,,,,,0.04124476706387896,2.052995360854543,,,,,,,0.25692695,0.69004525,0.48510131,0.44117647,0.85245902,0.74938575,0.52681764,"Diego Castillo",17496,650895
2022,"Matt Festa","SEA","Matt Festa","SEA",2022,29,2,0,2,53,0,54,0,0,0,219,43,26,25,10,18,0,2,1,0,64,4.166667255354599,10.666668173707775,3.0000004238553117,3.55555556,1.6666669021418399,0.21608040201005024,1.129629789229469,0.264,0.75510204,4.260579312027587,3.4706124380752157,114.13202208279183,112.11734547160883,87.79822062985637,0.29223744,0.08219178,2.96953627293971,-0.09391205667298763,0.21004566,300,597,897,17,0.264,0.864406779,0.166666666,0.386363636,0.446969696,0.084745762,0.169491525,2.8333337336411275,0.4,0.28888889,0.31111111,0.14814815,0.57777778,0.27407407,-0.16245609521865845,-1.2996487617492676,4.166667255354599,54,87.23523319128788,17.319561582623106,10,0.07407407,112.649,42,0.31111111,135,,0.43207127,,,,,0.00334076,0.56458797,,,,,,,,92.55876490012886,,,,,92.86666870117188,82.87751171104536,,,,,,,-3.3420281164424934,,,,,-1.944962978363037,8.176856046597633,,,,,,,8.04247921029317,,,,,5.0144351323445635,1.5085246972078403,,,,,,,2.473203755915165,,,,,-0.17298494279384613,-0.19697402976453304,,,,,,,0.6374236484317435,,,,,-5.76616475979487,-0.038850893444681074,,,,,,,0.30352941,0.66384778,0.49331849,0.49612403,0.80254777,0.71331828,0.52672606,"Matt Festa",19330,670036
2024,"Zack Kelly","BOS","Zack Kelly","BOS",2024,29,6,3,0,49,3,56.2,0,0,0,241,44,31,25,10,27,3,2,2,1,61,3.9705888144286052,9.688236707205798,4.288235919582894,2.25925926,1.5882355257714422,0.20754716981132076,1.2529413592196932,0.24113475177304963,0.71186441,4.84295061104854,3.9363228986385077,93.25677139430563,117.90481695639068,96.08067784655273,0.25311203,0.1120332,3.8423961807593616,-0.8723617966199346,0.14107884,348,610,958,34,0.24113475177304963,1.365384615,0.18,0.473333333,0.346666666,0.096153846,0.192307692,5.400000787622903,0.41721854,0.37086093,0.21192053,0.1589404,0.57615894,0.26490066,-0.25053250789642334,-2.0042600631713867,3.9705888144286052,56.2,87.20049886067709,12.020544255574544,15,0.09933775,114.436,47,0.31125828,151,,0.30094044,,0.2183908,,,,0.27168234,,,,0.20898642,,,,96.51319630940755,,91.06842128625897,,,,82.23538724459135,,,,83.5875,,,-6.491477436489529,,0.22936093179803146,,,,8.975017841045673,,,,-11.103972244262696,,,8.745554076300728,,4.00922360944976,,,,1.4422846867487982,,,,0.31463156938552855,,,-3.7314634397625923,,-0.49079911410808563,,,,5.38741297647357,,,,-0.5997489392757416,,,-1.2956470276953447,,-0.23483211201343812,,,,2.072081914028296,,,,-0.2998744696378708,,,0.24944812,0.65674603,0.46394984,0.55752212,0.80664653,0.74324324,0.52664577,"Zack Kelly",20349,677161
2022,"Jon Gray","TEX","Jon Gray","TEX",2022,30,7,7,0,24,24,127.1,0,0,8,521,105,61,56,17,39,0,6,4,2,134,3.9581153413509087,9.47120456680396,2.7565446127265254,3.43589744,1.2015707286243829,0.22058823529411764,1.130890097528831,0.27076923076923076,0.70522979,3.803530505708605,3.463040925157654,101.68834576969785,94.88505874352518,87.60324258235886,0.2571977,0.07485605,3.555689335186873,0.15458483564230363,0.18234165,690,1372,2062,76,0.27076923076923076,1.25,0.205882352,0.44117647,0.352941176,0.1,0.141666666,5.3717279632619475,0.3245614,0.39473684,0.28070175,0.19883041,0.48830409,0.3128655,1.8196665048599243,14.557332038879395,3.9581153413509087,127.1,87.98788371128319,11.126963207503687,21,0.06140351,116.547,130,0.38011696,342,,0.50607091,,,,,,0.36036911,0.0407965,,,0.09276348,,,,95.8922294865643,,,,,,84.92560752190028,77.77857026599702,,,88.67173183900523,,,-7.139818070717371,,,,,,5.00247759960411,7.843728928338914,,,-8.628464623895615,,,7.406997885676583,,,,,,3.393342462832716,-6.007743835449219,,,5.431989579924738,,,3.433912832289934,,,,,,5.609420550987124,-1.2710441872477531,,,2.716069219633937,,,0.3295501758435637,,,,,,0.755986597168076,-1.513147841961611,,,1.4220257694418517,,,0.30153846,0.64944649,0.48470131,0.57142857,0.83806818,0.75951904,0.52646916,"Jon Gray",14916,592351
