Season,Name,Team,Name,Team,Season,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wOBA,wRAA,wRC,Spd,wRC+,wSB,UBR,wGDP,XBR,IFH,BUH,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Bat,Fld,Rep,Pos,RAR,WAR,Dol,BsR,Def,Off,Lg,wOBA,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,xBA,xSLG,xwOBA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
2022,"Jonah Bride","OAK","Jonah Bride","OAK",2022,26,58,162,187,33,28,4,0,1,17,6,19,0,32,4,1,1,4,1,0,0.203703703,0.101604278,0.171122994,0.59375,0.301075268,0.24691358,0.547988848,0.043209877,0.246153846,0.2571651518985789,-7.811367501104951,13.571419033621668,2.8975897914353617,68.18337747497924,-0.01109308609738946,-1.0999999940395355,-0.4000000059604645,-0.13104873895645142,4,0,1.311111111,0.20610687,0.450381679,0.34351145,0.088888888,0.022222222,0.06779661,0,0.45454545,0.32575758,0.21969697,0.12121212,0.59090909,0.28787879,-6.695191834653497,0.12818753719329834,5.576308095827699,0.24234087765216827,-0.5524469685701208,-0.05800492255718978,-0.46403938045751825,-0.14214182505384088,0.3705284148454666,-6.837333659707338,0.33805018046405166,0.2571651518985789,86.88823204914122,11.464099214277194,2,0.01515152,109.027,41,0.31060606,132,,,,0.26521739,0.48809524,0.35929648,0.76229508,0.90243902,0.84265734,0.42211055,0.55614973,0.05646173,0.25721455,0.31367629,"Jonah Bride",24703,681146
2023,"Trevor Larnach","MIN","Trevor Larnach","MIN",2023,26,58,183,212,39,21,7,3,8,26,40,27,1,72,0,2,0,2,1,1,0.213114754,0.12735849,0.339622641,0.375,0.311320754,0.415300546,0.7266213,0.202185792,0.295238095,0.3131395228101179,-0.9217410087466792,24.909225136053507,4.846203499442654,98.47581039817416,-0.5842188508249819,0.6000000238418579,0.6000000238418579,0.819216787815094,4,0,0.685185185,0.194690265,0.327433628,0.477876106,0.055555555,0.148148148,0.108108108,0,0.39823009,0.4159292,0.18584071,0.14159292,0.39823009,0.46017699,-0.38717511295085705,-2.6657919883728027,6.58227626979351,-2.4657061100006104,1.9987372891164767,0.19930908926647645,1.5944727141318116,0.23499793699011207,-5.131498098373413,-0.15217717596074498,0.700136293657124,0.3131395228101179,90.12074806415929,17.525560227115598,15,0.13274336,111.977,56,0.49557522,113,,,,0.25622776,0.65439093,0.40983607,0.40277778,0.80952381,0.65333333,0.38579235,0.54716981,0.1420765,0.1715847,0.3136612,"Trevor Larnach",21501,663616
2024,"José Caballero","TBR","José Caballero","TBR",2024,27,139,441,483,100,66,24,1,9,53,44,27,1,133,9,3,3,6,44,16,0.226757369,0.055900621,0.275362318,0.203007518,0.283333333,0.346938775,0.630272108,0.120181406,0.301324503,0.27710887074221646,-12.855954359247194,43.64445423804332,6.241350626135541,82.76486924839071,1.5227629318833351,0.4000000059604645,-0.6000000238418579,1.4142866134643555,12,3,1.081081081,0.232558139,0.398671096,0.368770764,0.126126126,0.081081081,0.1,0.272727272,0.53846154,0.31730769,0.14423077,0.20833333,0.52564103,0.26602564,-9.525051238908278,4.879876613616943,14.604461314156651,4.341562747955322,18.734496167666435,1.9348562291564253,15.478849833251402,2.9370495453476906,9.221439361572266,-6.588001693560587,1.4965971854981035,0.27710887074221646,83.66543163413621,15.886001738995017,16,0.05095541,109.899,79,0.25159236,314,,,,0.37706342,0.67250674,0.49286846,0.5921659,0.84769539,0.72883173,0.39197042,0.66252588,0.13343882,0.17985232,0.31329114,"Jose Caballero",23401,676609
2024,"Edouard Julien","MIN","Edouard Julien","MIN",2024,25,94,266,301,53,36,9,0,8,36,21,33,0,102,2,0,0,2,6,0,0.19924812,0.109634551,0.338870431,0.323529411,0.292358803,0.32330827,0.615667073,0.12406015,0.288461538,0.2777747092056908,-7.850373684161038,27.360025876469283,4.616901636303888,79.85901251669414,0.6396380290389061,0.09999999403953552,0.30000001192092896,-0.8778429627418518,3,0,1.358490566,0.237804878,0.43902439,0.323170731,0,0.150943396,0.041666666,0,0.37195122,0.32926829,0.29878049,0.14634146,0.57926829,0.27439024,-6.9366992029479455,-3.4095001220703125,9.101330963894725,0.7258797883987427,0.17546850772325584,0.018121989091709437,0.1449759127336755,-0.2382049337029457,-2.68362033367157,-7.174904136650891,0.932662014150992,0.2777747092056908,87.82131288109755,11.860104444550306,16,0.09756098,110.172,62,0.37804878,164,,,,0.22585227,0.64218456,0.4048583,0.49056604,0.82111437,0.716,0.42995951,0.61129568,0.11488673,0.19822006,0.3131068,"Edouard Julien",27534,666397
2023,"Jonah Bride","OAK","Jonah Bride","OAK",2023,27,40,88,106,15,12,3,0,0,9,7,11,0,22,4,2,1,3,0,1,0.170454545,0.103773584,0.207547169,0.5,0.285714285,0.204545454,0.490259739,0.034090909,0.220588235,0.23695880401702155,-7.167327482825038,5.748155589575055,2.283155865971181,48.94996066644151,-0.6301163812167943,-1.1000000834465027,-0.30000001192092896,-0.9406359791755676,2,0,1.888888888,0.235294117,0.5,0.264705882,0.111111111,0,0.058823529,0,0.47826087,0.28985507,0.23188406,0.10144928,0.5942029,0.30434783,-6.4838733716065855,1.5615373849868774,3.291138134896755,-0.33950626850128174,-3.1913883337880335,-0.3182372719849146,-2.5458981758793167,-1.5707523603923619,1.2220311164855957,-8.054625731998946,0.350068146828562,0.23695880401702155,89.04372989430146,4.056157729204963,3,0.04347826,104.838,28,0.4057971,69,,,,0.228,0.49047619,0.34782609,0.77192982,0.87378641,0.8375,0.45652174,0.6509434,0.05652174,0.25652174,0.31304348,"Jonah Bride",24703,681146
2022,"Eugenio Suárez","SEA","Eugenio Suárez","SEA",2022,30,150,543,629,128,71,24,2,31,76,87,73,0,196,8,5,0,12,0,0,0.23572744,0.116057233,0.311605723,0.372448979,0.332273449,0.458563535,0.790836984,0.222836095,0.302180685,0.3442028495579342,17.218180525899974,89.14209886998042,2.1722689025,132.02477755786296,-0.6291401870548725,-1.899999976158142,0,-0.8822003602981567,6,0,0.745341614,0.201704545,0.34090909,0.457386363,0.062111801,0.192546583,0.05,0,0.46306818,0.30113636,0.23579545,0.13352273,0.50852273,0.35795455,22.667525369525997,0.30341795086860657,18.756672685965896,-0.09087856858968735,41.2624747701605,4.332409787234391,34.659278297875126,-1.5113405473530293,0.21253938227891922,21.156184822172968,1.1370778797427192,0.3442028495579342,89.8121828258547,19.868943086716524,52,0.14772727,111.4,153,0.43465909,352,,,,0.2473822,0.6584022,0.41841804,0.4973545,0.79776848,0.69406393,0.41612533,0.60890302,0.12800917,0.18494459,0.31295376,"Eugenio Suarez",12552,553993
2024,"Leo Jiménez","TOR","Leo Jiménez","TOR",2024,23,63,179,210,41,26,11,0,4,18,19,12,0,59,16,3,0,6,0,0,0.229050279,0.057142857,0.28095238,0.20338983,0.328571428,0.357541899,0.686113327,0.12849162,0.310924369,0.30816414923894975,-0.340560721013641,24.224834321286586,1.30357142125,101.90764205037424,-0.4261908084154129,,,-1.0498204231262207,5,1,1.111111111,0.214876033,0.41322314,0.371900826,0.044444444,0.088888888,0.1,0.5,0.37398374,0.34146341,0.28455285,0.16260163,0.51219512,0.32520325,0.4583759142421726,-2.0878827571868896,6.3497657887637615,1.9507311582565308,5.845673301011378,0.6037278664368857,4.829822931495086,-1.4760112315416336,-0.1371515989303589,-1.017635317299461,0.6506944284774363,0.30816414923894975,87.5607647856405,12.266003317084195,10,0.08130081,107.013,39,0.31707317,123,,,,0.31368421,0.65053763,0.46162928,0.60402685,0.82231405,0.73913043,0.43919717,0.65238095,0.12042503,0.19244392,0.31286895,"Leo Jimenez",23782,677870
2023,"C.J. Cron","- - -","C.J. Cron","- - -",2023,33,71,258,278,64,40,12,0,12,38,37,17,0,65,1,2,0,13,0,0,0.248062015,0.061151079,0.233812949,0.261538461,0.294964028,0.434108527,0.729072555,0.186046512,0.284153005,0.3123457071592482,-1.39197456550158,32.48070745456659,1.8729296025,84.08334527084152,-0.44689717050641775,-2.9000000953674316,-2,-3.5398652255535126,4,0,1.051282051,0.179487179,0.42051282,0.4,0.141025641,0.153846153,0.048780487,0,0.43589744,0.32307692,0.24102564,0.22564103,0.43076923,0.34358974,-5.355292257781396,1.9171186164021492,8.631475485861301,-5.276062965393066,-3.235263919851999,-0.32261243581812993,-2.5808994865450394,-3.9867623960599303,-3.358944348990917,-9.342054653841327,0.8342595971189439,0.3123457071592482,87.65427559094552,12.840857716095753,27,0.13846154,114.485,78,0.4,195,,,,0.34984026,0.65384615,0.47565543,0.59817352,0.83391003,0.73228346,0.41385768,0.6618705,0.12734082,0.18539326,0.31273408,"C.J. Cron",12546,543068
2023,"Daniel Vogelbach","NYM","Daniel Vogelbach","NYM",2023,30,104,275,319,64,43,8,0,13,33,48,42,1,81,2,0,0,6,0,0,0.232727272,0.131661442,0.253918495,0.518518518,0.338557993,0.403636363,0.742194356,0.170909091,0.281767955,0.3268441391066185,2.2438193210533055,41.11211271818188,0.8619431587499999,108.18131371292257,-0.6626406321302056,-2.5,-0.5,-2.3956522941589355,1,0,1.12,0.180412371,0.43298969,0.386597938,0.106666666,0.173333333,0.011904761,0,0.43814433,0.33505155,0.22680412,0.13402062,0.48453608,0.3814433,3.2331971475055608,,9.90446287766099,-9.182098388671875,1.8313733311502425,0.1826199734832672,1.4609597878661376,-3.058292926289141,-9.182098388671875,0.17490422121641958,0.9341046209447086,0.3268441391066185,91.70131282216495,14.522755416398196,18,0.09278351,112.614,96,0.49484536,194,,,,0.24133663,0.52195946,0.36,0.67179487,0.88349515,0.8015873,0.42285714,0.56112853,0.07122507,0.24145299,0.31267806,"Daniel Vogelbach",14130,596129
2024,"Luis Robert Jr.","CHW","Luis Robert Jr.","CHW",2024,26,100,393,425,88,55,19,0,14,47,35,28,2,141,2,1,0,8,23,6,0.223918575,0.065882352,0.331764705,0.19858156,0.278301886,0.37913486,0.657436746,0.155216285,0.30962343,0.28526280544945415,-8.522993894932526,41.19268654781793,5.207511856466942,83.9391322288258,1.5148905590176582,0,-0.20000000298023224,-0.5485713481903076,11,0,0.942307692,0.201581027,0.387351778,0.411067193,0.067307692,0.134615384,0.112244897,0,0.33992095,0.38735178,0.27272727,0.14566929,0.5511811,0.30314961,-7.810224975166577,-3.368708848953247,12.850716477259994,1.0951069593429565,5.050090404752908,0.5215618712129132,4.172494969703306,0.9663192108273506,-2.2736018896102905,-6.843905764339226,1.3168815814424306,0.28526280544945415,90.06019810267857,13.527054075210813,25,0.0984252,113.028,103,0.40551181,254,,,,0.38917263,0.74920635,0.53014295,0.49081365,0.81355932,0.66940211,0.39154755,0.70352941,0.17526414,0.13735239,0.31261653,"Luis Robert Jr.",20043,673357
2022,"Jack Suwinski","PIT","Jack Suwinski","PIT",2022,23,106,326,372,66,36,11,0,19,45,38,41,1,114,4,1,0,5,4,2,0.202453987,0.110215053,0.306451612,0.359649122,0.298387096,0.411042944,0.70943004,0.208588957,0.242268041,0.3113032691883591,0.46026515795993767,42.997145323298454,3.052193974631602,97.49940795876884,-0.3254859074950218,0.30000001192092896,0.6000000238418579,0.08984319865703583,4,0,1,0.154929577,0.422535211,0.422535211,0.111111111,0.211111111,0.044444444,0,0.46948357,0.30985915,0.22065728,0.19248826,0.44131455,0.36619718,-1.0807671861429218,3.4873640537261963,11.092976532876492,-3.585390329360962,11.382875800348401,1.1951605617209826,9.561284493767861,-0.235642708837986,-0.09802627563476562,-1.3164098949809078,1.7043354380875826,0.3113032691883591,88.26130417158019,14.257964512087264,26,0.12206573,112.381,85,0.39906103,213,,,,0.27437642,0.63188406,0.43129771,0.51239669,0.84862385,0.72861357,0.4389313,0.61827957,0.11704835,0.19529262,0.31234097,"Jack Suwinski",22244,669261
2024,"Jarred Kelenic","ATL","Jarred Kelenic","ATL",2024,24,131,412,449,95,60,18,2,15,49,45,32,1,133,1,3,1,5,7,2,0.230582524,0.071269487,0.296213808,0.240601503,0.285714285,0.393203883,0.678918168,0.162621359,0.299625468,0.2941608500960689,-5.788696212843359,46.734457949027124,4.635880540359221,86.46407123085812,-0.1361156553030014,-0.4000000134110451,0.10000000149011612,1.9057464599609375,6,0,0.876106194,0.24822695,0.351063829,0.400709219,0.097345132,0.132743362,0.06060606,0,0.44876325,0.34628975,0.204947,0.14134276,0.4664311,0.39222615,-7.267678139880598,-2.2746946811676025,13.576403995975852,-2.245084285736084,4.93432260126777,0.5096056353096726,4.076845082477381,1.769630804657936,-4.5197789669036865,-5.498047335222662,1.375744907418266,0.2941608500960689,89.80320534131205,15.956447736591311,28,0.09893993,110.712,127,0.44876325,283,,,,0.33097166,0.71168831,0.49772469,0.50458716,0.79927007,0.68914286,0.43799772,0.65701559,0.15472127,0.15756542,0.31228669,"Jarred Kelenic",22558,672284
2024,"Harold Ramírez","- - -","Harold Ramírez","- - -",2024,29,73,238,246,62,52,7,1,2,28,29,5,0,50,2,1,0,2,6,2,0.260504201,0.020325203,0.203252032,0.1,0.280487804,0.323529411,0.604017215,0.06302521,0.320855614,0.26506198252119667,-8.932984825623336,19.843620795356927,5.288646703232198,72.34366985546708,-0.07566571980714798,1.0000000447034836,0.20000000298023224,0.6755340397357941,11,0,3.131578947,0.169312169,0.629629629,0.201058201,0.078947368,0.052631578,0.092436974,0,0.30687831,0.31746032,0.37566138,0.21164021,0.57142857,0.21693122,-7.877812665355507,0.08421878516674042,7.438297066837549,-6.702674627304077,-5.69851950549439,-0.588530156535754,-4.708241252286032,0.5998683199286461,-6.618455842137337,-7.277944345426861,0.759583615232259,0.26506198252119667,86.98172883064517,-0.20730570823915542,6,0.03174603,110.924,64,0.33862434,189,,,,0.48628885,0.68787879,0.56214367,0.60526316,0.83259912,0.70993915,0.37628278,0.69918699,0.16287016,0.14920273,0.31207289,"Harold Ramirez",14387,623912
2023,"José Caballero","SEA","José Caballero","SEA",2023,26,104,231,280,51,37,9,1,4,37,26,28,0,66,17,4,0,0,26,3,0.22077922,0.1,0.235714285,0.424242424,0.342857142,0.32034632,0.663203462,0.0995671,0.284848484,0.30450114331075123,-3.2261744634879554,30.89019591643682,7.756394509816735,98.16140431087715,3.3019458102062345,0.30000007152557373,1.600000023841858,-0.33203834295272827,3,0,0.675,0.19760479,0.323353293,0.479041916,0.1625,0.05,0.055555555,0,0.4852071,0.29585799,0.21893491,0.28994083,0.50295858,0.20710059,-0.6168461339248146,5.928892135620117,8.69357243180275,0.7887512445449829,18.688985457673873,1.8636189414017257,14.908951531213805,2.969907467253506,6.7176433801651,2.3530613333286916,0.9247083123773336,0.30450114331075123,83.31441803892216,21.455943581586826,6,0.03550296,108.418,39,0.23076923,169,,,,0.31184408,0.58562368,0.4254386,0.63942308,0.89530686,0.78556701,0.41491228,0.6,0.09090909,0.22115385,0.31206294,"Jose Caballero",23401,676609
2023,"Jared Triolo","PIT","Jared Triolo","PIT",2023,25,54,181,209,54,42,9,0,3,30,21,24,0,63,3,1,0,0,6,1,0.298342541,0.114832535,0.301435406,0.38095238,0.387559808,0.397790055,0.785349863,0.099447514,0.439655172,0.3500112822751679,5.491337653599599,30.95677125861488,4.520226047095399,117.57877783161057,0.24626844422891736,0.3999999761581421,1.2000000476837158,0.0619637705385685,7,0,1.263157894,0.277310924,0.403361344,0.319327731,0.052631578,0.078947368,0.145833333,0,0.42016807,0.29411765,0.28571429,0.17647059,0.51260504,0.31092437,4.551488202415326,3.1819729804992676,6.489130850881338,0.12288501858711243,15.265708846390167,1.5222583496834485,12.178066797467588,0.30823221476748586,3.30485799908638,4.859720417182812,0.6119995792396367,0.3500112822751679,86.62495896796219,10.592926281840862,7,0.05882353,108.138,39,0.32773109,119,,,,0.29253112,0.6302521,0.43623361,0.4893617,0.82222222,0.69398907,0.42550656,0.64593301,0.13333333,0.17857143,0.31190476,"Jared Triolo",25807,669707
2022,"Seiya Suzuki","CHC","Seiya Suzuki","CHC",2022,27,111,397,446,104,66,22,2,14,54,46,42,3,110,4,3,0,8,9,5,0.261964735,0.094170403,0.246636771,0.381818181,0.336322869,0.43324937,0.769572239,0.171284635,0.326086956,0.3341742985404641,8.655455102197456,59.65397271978073,4.478772173126218,118.30155658595693,-0.6370584755204618,0.30000001937150955,-0.10000000149011612,0.21990005671977997,15,0,1,0.2,0.4,0.4,0.086206896,0.120689655,0.129310344,0,0.3137931,0.36551724,0.32068966,0.17931034,0.5,0.32068966,9.483513210884857,-1.1807793378829956,13.299643907696009,-4.765088081359863,18.463501187491794,1.938600476507291,15.508803812058328,-0.41715841880068183,-5.945867419242859,9.066354792084175,2.0433699069544673,0.3341742985404641,89.61231151660839,11.208277384440104,32,0.11034483,111.309,117,0.40344828,290,,,,0.25643382,0.57360406,0.38965885,0.64157706,0.88938053,0.79480164,0.42004264,0.60089686,0.07995736,0.23187633,0.31183369,"Seiya Suzuki",30116,673548
2023,"Evan Longoria","ARI","Evan Longoria","ARI",2023,37,74,211,237,47,27,9,0,11,25,28,23,0,73,0,3,0,8,0,0,0.222748815,0.097046413,0.308016877,0.315068493,0.295358649,0.421800947,0.717159596,0.199052132,0.276923076,0.3083255861881916,-1.9779624244550704,26.899108218552684,1.00090798375,90.59051716458761,-0.3852561814710498,-1.4999998807907104,-0.6000000238418579,-0.8554243445396423,5,0,0.9,0.191489361,0.382978723,0.425531914,0.05,0.183333333,0.092592592,0,0.4893617,0.29787234,0.21276596,0.11347518,0.5035461,0.38297872,-2.762692560849571,0.5575591921806335,7.358488094061613,-2.186213970184326,2.4204501826894944,0.24136124549913612,1.930889963993089,-1.2406805260106921,-1.6286547780036926,-4.003373086860263,0.6939899534918368,0.3083255861881916,92.24477088874113,15.645462793661348,15,0.10638298,109.71,73,0.5177305,141,,,,0.3040293,0.60367454,0.42718447,0.62048193,0.82173913,0.73737374,0.41100324,0.62869198,0.11182796,0.2,0.31182796,"Evan Longoria",9368,446334
2023,"Tyler Soderstrom","OAK","Tyler Soderstrom","OAK",2023,21,45,125,138,20,16,1,0,3,9,7,11,0,43,1,1,0,6,0,0,0.16,0.079710144,0.311594202,0.255813953,0.231884057,0.24,0.471884057,0.08,0.2125,0.21563454987346262,-11.775014919888024,5.039481910217758,0.8571428525,34.169652702444466,-0.21574346162378788,-0.7000000476837158,-1.2000000476837158,-0.11560770869255066,2,0,1.84,0.144578313,0.554216867,0.301204819,0.08,0.12,0.04347826,0,0.42168675,0.37349398,0.20481928,0.1686747,0.5060241,0.3253012,-10.885235039245133,-1.915438175201416,4.284689269959927,-1.4671924114227295,-9.858778429411148,-0.9830927559842071,-7.864742047873657,-0.33135117031633854,-3.3826305866241455,-11.216586209561472,0.455749096814543,0.21563454987346262,89.25873611634036,5.72056597973927,5,0.06024096,111.561,33,0.39759036,83,,,,0.34666667,0.70319635,0.49710983,0.49038462,0.81168831,0.68217054,0.42196532,0.60869565,0.15769231,0.15384615,0.31153846,"Tyler Soderstrom",27467,691016
2022,"Luis García Jr.","WSN","Luis García Jr.","WSN",2022,22,93,360,377,99,67,23,2,7,29,45,11,1,84,1,4,1,5,3,4,0.275,0.029177718,0.222811671,0.13095238,0.295212765,0.408333333,0.703546098,0.133333333,0.336996336,0.3027901841799418,-2.0832388984740096,41.02537352715132,2.9227098259519773,94.64686313794432,-1.311567255295813,-1.3999999314546585,0.20000000298023224,-0.17483797669410706,6,1,1.932432432,0.222222222,0.512544802,0.265232974,0.054054054,0.094594594,0.041958041,0.5,0.37010676,0.38790036,0.24199288,0.1316726,0.56227758,0.30604982,-2.344747400540145,-10.250259399414062,11.242075679823756,3.078988790512085,1.9668956108621938,0.20651688592197803,1.6521350873758243,-1.4864052319899201,-7.1712706089019775,-3.831152632530065,1.7272431724704802,0.3027901841799418,87.32513580869175,5.473268789202509,21,0.0747331,113.357,103,0.36654804,281,,,,0.43695381,0.68007663,0.53287982,0.66285714,0.83098592,0.74751773,0.39455782,0.70026525,0.13454271,0.17687075,0.31141345,"Luis Garcia Jr.",20391,671277
2024,"Davis Schneider","TOR","Davis Schneider","TOR",2024,25,135,397,454,76,43,19,1,13,48,46,47,0,144,5,5,0,2,6,0,0.191435768,0.103524229,0.317180616,0.326388888,0.281938325,0.342569269,0.624507594,0.151133501,0.257142857,0.2774735540808035,-11.950807047257083,41.157237472763406,4.696147041559156,80.31925066306782,0.45021989196538925,-0.4000000059604645,0.20000000298023224,-0.8701856136322021,2,0,0.6015625,0.205426356,0.298449612,0.496124031,0.109375,0.1015625,0.025974025,0,0.46899225,0.27131783,0.25968992,0.14341085,0.51937984,0.3372093,-10.223582131037372,1.7219597101211548,13.727588895708323,-2.8137857913970947,3.398954345198465,0.3510362877425977,2.8082903019407817,-0.4199657216668129,-1.09182608127594,-10.643547852704184,1.406739383470267,0.2774735540808035,88.63063983769379,21.360962860343992,31,0.12015504,109.303,96,0.37209302,258,,,,0.25675676,0.68164313,0.42536933,0.55921053,0.80602637,0.71616766,0.39684157,0.57929515,0.12050633,0.19088608,0.31139241,"Davis Schneider",23565,676914
2023,"Jackie Bradley Jr.","KCR","Jackie Bradley Jr.","KCR",2023,33,43,105,113,14,8,5,0,1,10,6,5,0,29,2,0,1,3,0,0,0.133333333,0.044247787,0.256637168,0.172413793,0.1875,0.209523809,0.397023809,0.076190476,0.173333333,0.18048859547291482,-12.94020440782273,0.8281879240754831,2.64285714,1.415448601073373,-0.11557685444131494,0.3999999985098839,0.10000000149011612,-0.12708903849124908,1,0,1.444444444,0.131578947,0.513157894,0.355263157,0.111111111,0.037037037,0.025641025,0,0.55844156,0.2987013,0.14285714,0.22077922,0.45454545,0.32467532,-13.348113361549022,4.160419464111328,3.508477445691824,-0.04858257248997688,-5.597279062530415,-0.5581466851085716,-4.465173480868573,-0.24266589293256402,4.111836891621351,-13.590779254481586,0.37318585463799536,0.18048859547291482,88.13547526041667,5.343511962890625,6,0.07792208,107.631,27,0.35064935,77,,,,0.3627907,0.71502591,0.52941176,0.48717949,0.79710145,0.68518519,0.47303922,0.63716814,0.16666667,0.14460784,0.31127451,"Jackie Bradley Jr.",12984,598265
2022,"Jonathan Davis","MIL","Jonathan Davis","MIL",2022,30,37,76,91,17,16,1,0,0,9,4,14,0,26,0,0,1,1,7,1,0.22368421,0.153846153,0.285714285,0.538461538,0.344444444,0.236842105,0.581286549,0.013157895,0.34,0.27828339205847846,-2.274537735655876,8.13098940156403,5.147275607084415,77.14939137929402,0.8786478629335761,0.5,0.30000001192092896,0.15023139119148254,4,0,3,0.2,0.6,0.2,0.1,0,0.133333333,0,0.45098039,0.39215686,0.15686275,0.19607843,0.60784314,0.19607843,-2.4159365827589947,3.0846457481384277,2.713604474440217,0.39151790738105774,5.219631567094503,0.5480423317554165,4.384338654043332,1.0288792541250587,3.4761636555194855,-1.387057328633936,0.4169207657687366,0.27828339205847846,84.602578125,2.756616516113281,0,0,109.114,11,0.21568627,51,,,,0.27227723,0.57471264,0.41223404,0.65454545,0.87,0.79354839,0.46276596,0.68131868,0.08510638,0.22606383,0.31117021,"Jonathan Davis",15104,641505
2024,"Trent Grisham","NYY","Trent Grisham","NYY",2024,27,76,179,209,34,17,8,0,9,21,31,22,1,57,4,2,1,5,1,1,0.189944134,0.105263157,0.272727272,0.385964912,0.289855072,0.38547486,0.675329932,0.195530726,0.217391304,0.29526050634754514,-2.5095360186461946,21.93888095202403,2.083306697946876,91.47663797147258,-0.5364881455898285,-0.10000002384185791,-0.5,-0.5511096119880676,2,2,0.716666666,0.127118644,0.364406779,0.508474576,0.1,0.15,0.046511627,0.285714285,0.496,0.304,0.2,0.128,0.568,0.304,-2.0382752400402566,0.6623761653900146,6.319528808817267,0.0760171115398407,4.579644971708895,0.47297533499346706,3.7838026799477364,-1.0875977575778961,0.7383932769298553,-3.1258729976181527,0.6475958835799247,0.29526050634754514,90.39861804096638,20.348774373030462,15,0.11904762,107.685,58,0.46031746,126,,,,0.15659955,0.59213759,0.36416862,0.52857143,0.85477178,0.78135048,0.4765808,0.61722488,0.07953216,0.23157895,0.31111111,"Trent Grisham",18564,663757
2024,"Mark Vientos","NYM","Mark Vientos","NYM",2024,24,111,413,454,110,61,22,0,27,58,71,33,0,135,3,5,0,6,0,0,0.266343825,0.072687224,0.297356828,0.244444444,0.321585903,0.515738498,0.837324401,0.249394673,0.32421875,0.35599902613572615,16.74292171371037,69.85096623373086,1.18811575875,132.7919615421706,-0.7655649706721306,,,-1.2155640125274658,11,0,1.225490196,0.197879858,0.441696113,0.360424028,0.098039215,0.264705882,0.088,0,0.41696113,0.38162544,0.20141343,0.18021201,0.45583039,0.3639576,17.80264506113583,-4.07432222366333,13.727588895708323,1.187127947807312,28.052975704398545,2.89724763891477,23.17798111131816,-1.9811289831995964,-2.887194275856018,15.821516077936234,1.391065006610006,0.35599902613572615,91.17931349734043,11.428578478224734,40,0.14134276,113.212,132,0.4664311,283,,,,0.35874878,0.69535519,0.4991453,0.53678474,0.78388998,0.6803653,0.41709402,0.64757709,0.1594533,0.15148064,0.31093394,"Mark Vientos",22184,668901
2024,"Jordan Walker","STL","Jordan Walker","STL",2024,22,51,164,178,33,17,10,1,5,16,20,10,0,50,2,2,0,4,1,0,0.201219512,0.056179775,0.280898876,0.2,0.252808988,0.365853658,0.618662646,0.164634146,0.252252252,0.2679954958095979,-6.043434223355417,14.778662526784771,4.1930382339300785,71.51372201780228,-0.028880245983600616,0.09999999403953552,-0.30000001192092896,0.46908506751060486,3,0,1.204081632,0.068965517,0.508620689,0.422413793,0.061224489,0.102040816,0.050847457,0,0.4137931,0.36206897,0.22413793,0.1637931,0.47413793,0.36206897,-6.063410824360018,-4.290942192077637,5.38218243047595,-1.9975991249084473,-5.984169358117198,-0.6180314247715519,-4.944251398172415,0.44020482152700424,-6.288541316986084,-5.6232060028330135,0.5453955312259495,0.2679954958095979,91.15774009967673,9.401207233297415,11,0.09482759,115.53,50,0.43103448,116,,,,0.34771574,0.70909091,0.49626308,0.48905109,0.84615385,0.69879518,0.41106129,0.66292135,0.14947683,0.16143498,0.31091181,"Jordan Walker",27475,691023
2023,"Blake Sabol","SFG","Blake Sabol","SFG",2023,25,110,310,344,73,50,10,0,13,36,44,24,0,117,6,2,2,4,4,2,0.23548387,0.069767441,0.340116279,0.205128205,0.30116959,0.393548387,0.694717977,0.158064517,0.329670329,0.3031444037169741,-4.351197715509625,37.56320017982653,2.95945625819773,90.73838284719466,-0.6605659648776054,1.0999999642372131,0.699999988079071,0.4697328805923462,9,5,1.111111111,0.191489361,0.425531914,0.382978723,0.138888888,0.180555555,0.1125,0.555555555,0.37563452,0.31979695,0.30456853,0.13705584,0.56345178,0.29949239,-3.9469690878278927,-4.709684669971466,10.680674701929092,0.8944905400276184,3.7349887121134095,0.372443743700282,2.979549949602256,-0.19083308428525925,-3.8151941299438477,-4.137802172113152,1.0073103122413158,0.3031444037169741,89.06700880984043,16.141972967918882,22,0.11167513,111.578,76,0.3857868,197,,,,0.31723238,0.75757576,0.50955882,0.4691358,0.76222222,0.65945166,0.43676471,0.63081395,0.17302053,0.13782991,0.31085044,"Blake Sabol",25805,666165
