Season,Name,Team,Name,Team,Season,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wOBA,wRAA,wRC,Spd,wRC+,wSB,UBR,wGDP,XBR,IFH,BUH,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Bat,Fld,Rep,Pos,RAR,WAR,Dol,BsR,Def,Off,Lg,wOBA,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,xBA,xSLG,xwOBA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
2022,"Vidal Bruján","TBR","Vidal Bruján","TBR",2022,24,52,147,162,24,16,5,0,3,13,16,12,0,37,1,2,0,2,5,5,0.163265306,0.074074074,0.228395061,0.324324324,0.228395061,0.258503401,0.486898462,0.095238095,0.19266055,0.22006260796829505,-11.542116045978512,6.982009187314068,3.8465058004158186,42.06921214705071,-1.1059320732019842,0.30000001192092896,0,0.5119714140892029,2,0,1.159090909,0.151785714,0.455357142,0.392857142,0.159090909,0.068181818,0.039215686,0,0.44642857,0.26785714,0.28571429,0.16071429,0.58928571,0.25,-10.560677796628918,0.553744375705719,4.830812361091375,0.02400539256632328,-5.453220020307819,-0.5725682698268322,-4.580546158614657,-0.5939606591127813,0.5777497682720423,-11.154638455741699,0.29285630607046187,0.22006260796829505,86.10419573102679,14.186267307826451,3,0.02678571,103.977,31,0.27678571,112,,,,0.34065934,0.74193548,0.50326797,0.70967742,0.88586957,0.81493506,0.40522876,0.59876543,0.09313725,0.14052288,0.23366013,"Vidal Brujan",20536,660644
2022,"Yandy Díaz","TBR","Yandy Díaz","TBR",2022,30,137,473,558,140,98,33,0,9,71,57,78,2,60,6,1,0,10,3,3,0.295983086,0.139784946,0.107526881,1.3,0.401433691,0.42283298,0.824266671,0.126849894,0.32345679,0.3661150184037874,24.988199927438053,88.79352017544582,2.2026343631009278,145.17914806432864,-1.3365736808627844,-3.7999999970197678,-0.20000000298023224,-1.9243474006652832,11,0,1.572519083,0.185990338,0.497584541,0.31642512,0.106870229,0.06870229,0.053398058,0,0.30434783,0.37681159,0.31884058,0.14009662,0.50483092,0.35507246,28.368709452975544,-4.659510135650635,16.639464799314737,-1.2139922380447388,36.882478073531765,3.8725260632884067,30.980208506307253,-3.2609210815280676,-5.8735023736953735,25.107788371447477,1.0087272764649242,0.3661150184037874,92.19745186430318,7.740452910632622,20,0.04830918,114.3,201,0.48550725,414,,,,0.23076923,0.65726681,0.41307371,0.74035088,0.93234323,0.87093154,0.42744553,0.51971326,0.05331479,0.18034307,0.23365786,"Yandy Diaz",16578,650490
2024,"Christian Yelich","MIL","Christian Yelich","MIL",2024,32,73,270,315,85,59,12,3,11,44,42,40,3,58,2,1,1,3,21,1,0.314814814,0.126984126,0.184126984,0.689655172,0.405750798,0.503703703,0.909454501,0.188888889,0.366336633,0.39138049156435073,20.587084529829124,57.435177093279464,7.0140980010409075,152.72035256134947,3.021536260843277,-0.10000000149011612,0.20000000298023224,1.6692677736282349,8,2,2.053571428,0.189573459,0.545023696,0.265402843,0.017857142,0.196428571,0.069565217,0.666666666,0.40654206,0.3364486,0.25700935,0.1635514,0.47663551,0.35981308,19.85866931630383,-1.0182255506515503,9.524648683145642,-4.8782572746276855,29.14280545772138,3.0098027814745145,24.078422251796116,4.690804034471512,-5.896482825279236,24.54947335077534,0.9651662490796298,0.39138049156435073,91.09320126488095,5.212527306723934,17,0.07906977,113.239,100,0.46511628,215,,,,0.29081633,0.72107438,0.45504732,0.66666667,0.88538682,0.79896014,0.38170347,0.54285714,0.09148265,0.14195584,0.23343849,"Christian Yelich",11477,592885
2023,"Rougned Odor","SDP","Rougned Odor","SDP",2023,29,59,138,157,28,15,9,0,4,21,18,17,0,37,2,0,0,2,2,1,0.20289855,0.108280254,0.235668789,0.459459459,0.299363057,0.355072463,0.65443552,0.152173913,0.24742268,0.29127801869325576,-3.533115716156607,15.596420532586928,3.942013905429291,84.50239641649449,-0.28405224066227674,1.799999974668026,0.10000000149011612,1.220780611038208,4,1,0.744186046,0.25,0.32,0.43,0.162790697,0.093023255,0.125,1,0.40594059,0.3960396,0.1980198,0.18811881,0.5049505,0.30693069,-3.014273518201952,0.8675723075866699,4.874610256403685,-0.6104252934455872,3.5139438640614404,0.3504017036622142,2.8032136292977134,0.9367283703759313,0.25714701414108276,-2.077545147826021,0.45973174134269357,0.29127801869325576,90.12638671875,19.917625732421875,7,0.06930693,108.098,38,0.37623762,101,,,,0.30898876,0.75545852,0.48376068,0.56363636,0.87861272,0.75618375,0.39145299,0.54140127,0.11754685,0.11584327,0.23339012,"Rougned Odor",12282,596059
2022,"Luis Rengifo","LAA","Luis Rengifo","LAA",2022,25,127,489,511,129,86,22,4,17,45,52,17,0,79,4,0,1,11,6,2,0.26380368,0.033268101,0.154598825,0.215189873,0.294117647,0.429447852,0.723565499,0.165644172,0.284987277,0.3136912731563344,1.601672876123827,60.03270987743561,4.040667986881055,102.38231473141563,-0.037241066340357065,2.299999952316284,-0.8999999761581421,2.4821252822875977,10,0,1.349650349,0.178484107,0.47188264,0.349633251,0.118881118,0.118881118,0.051813471,0,0.40875912,0.42092457,0.1703163,0.18004866,0.57907543,0.24087591,1.3698953124326878,-6.014407634735107,15.23793281801045,2.050182342529297,16.012249846789544,1.6812280004601274,13.44982400368102,2.4448842159472406,-3.9642252922058105,3.8147795283799284,0.9237627926049754,0.3136912731563344,86.87272692542787,9.944223119460574,22,0.05352798,109.29,137,0.33333333,411,,,,0.39851024,0.78600269,0.55696203,0.68925234,0.87671233,0.79743083,0.4089158,0.62622309,0.11276128,0.12046205,0.23322332,"Luis Rengifo",19858,650859
2024,"Mike Tauchman","CHC","Mike Tauchman","CHC",2024,33,109,298,350,74,54,12,1,7,50,29,47,0,70,4,1,0,7,6,2,0.248322147,0.134285714,0.2,0.671428571,0.357142857,0.365771812,0.722914669,0.117449665,0.301801801,0.3253509421007974,4.27393816110972,45.21626323161009,4.694492034018613,111.19560432570732,-0.43871714919805527,0.5000000223517418,0.10000000149011612,0.47938039898872375,4,0,0.957894736,0.187772925,0.397379912,0.414847161,0.07368421,0.07368421,0.043956043,0,0.33187773,0.34061135,0.32751092,0.18777293,0.51528384,0.29694323,4.685725790237222,-1.6762076616287231,10.582942981272936,-4.516460418701172,10.189070884392741,1.0523041075429833,8.418432860343867,0.04066324979066849,-6.192668080329895,4.7263890400278905,1.0724069434218109,0.3253509421007974,89.01214706688596,15.453799599095396,17,0.07423581,110.285,93,0.40611354,229,,,,0.25681818,0.73059361,0.45933637,0.68141593,0.86458333,0.80594901,0.42745608,0.62285714,0.08896104,0.14350649,0.23246753,"Mike Tauchman",15274,643565
2024,"Andrés Chaparro","WSN","Andrés Chaparro","WSN",2024,25,33,121,132,26,10,12,0,4,12,15,7,0,24,4,0,0,3,1,1,0.214876033,0.053030303,0.181818181,0.291666666,0.28030303,0.41322314,0.69352617,0.198347107,0.236559139,0.301315063328454,-0.9417244314621982,14.499381023697943,2.6687605829491803,92.8360276661774,-0.37074727565050125,,,-0.5353706479072571,1,0,0.787234042,0.134020618,0.381443298,0.484536082,0.127659574,0.085106382,0.027027027,0,0.42268041,0.36082474,0.21649485,0.18556701,0.49484536,0.31958763,-1.130808633513361,1.4366077184677124,3.9912813529372215,-3.1430039405822754,0.6524091924134794,0.06737934015427366,0.5390347212341893,-0.9061179235577583,-1.706396222114563,-2.0369265570711192,0.4044506186619401,0.301315063328454,87.83335011275773,16.630963826916883,6,0.06185567,107.067,32,0.32989691,97,,,,0.35294118,0.78995434,0.5352381,0.59259259,0.9017341,0.78291815,0.41714286,0.6969697,0.11619048,0.11619048,0.23238095,"Andres Chaparro",21797,665953
2023,"Bo Naylor","CLE","Bo Naylor","CLE",2023,23,67,198,230,47,23,13,0,11,33,32,30,1,53,1,1,0,2,5,0,0.237373737,0.130434782,0.230434782,0.566037735,0.339130434,0.469696969,0.808827403,0.232323232,0.266666666,0.3468100025143686,5.431602774324181,33.45576415783382,4.557458091256876,122.37790624708369,0.5916284625418484,1.399999976158142,0.8999999761581421,1.0959283113479614,4,0,0.616438356,0.191780821,0.308219178,0.5,0.164383561,0.150684931,0.088888888,0,0.39726027,0.31506849,0.28767123,0.16438356,0.58219178,0.25342466,6.1670840067288895,0.6637027263641357,7.141148783266544,4.3352766036987305,20.754350721972347,2.0695720059047193,16.556576047237755,1.6875567738898098,4.998979330062866,7.854640780618699,0.7595818280242383,0.3468100025143686,87.67411099137931,20.98321449593322,12,0.08219178,109.402,45,0.30821918,146,,,,0.27958834,0.67056075,0.44510386,0.6993865,0.87456446,0.81111111,0.42334322,0.55652174,0.08390918,0.14807502,0.23198421,"Bo Naylor",21865,666310
2024,"Willie Calhoun","LAA","Willie Calhoun","LAA",2024,29,68,229,254,56,35,16,0,5,26,20,23,1,31,1,1,0,5,0,1,0.244541484,0.090551181,0.122047244,0.741935483,0.314960629,0.379912663,0.694873292,0.135371179,0.262886597,0.3045855199866615,-1.1435117647479203,28.56891842927235,1.6176001854570168,96.27040312881383,-0.862766906619072,,,-0.9421852827072144,4,0,1.162162162,0.195979899,0.432160804,0.371859296,0.162162162,0.067567567,0.046511627,0,0.3919598,0.37688442,0.23115578,0.16582915,0.53768844,0.29648241,-1.0839299485514786,0.7428656220436096,7.680192906409502,-6.75754451751709,-0.43633772297379636,-0.0450639693619761,-0.3605117548958088,-1.8049521893262863,-6.01467889547348,-2.888882137877765,0.7870304039679468,0.3045855199866615,88.9634108040201,12.399388298916458,6,0.03015075,109.569,75,0.37688442,199,,,,0.27372263,0.65365854,0.43632568,0.76,0.94029851,0.87559809,0.42797495,0.60629921,0.05422315,0.17726799,0.23149114,"Willie Calhoun",17838,641432
2022,"Adam Frazier","SEA","Adam Frazier","SEA",2022,30,156,541,602,129,100,22,4,3,61,42,46,1,73,5,6,4,15,11,6,0.238447319,0.07641196,0.121262458,0.630136986,0.301003344,0.310536044,0.611539388,0.072088725,0.267515923,0.27362392565712856,-17.275335053149515,51.56122908538217,4.867154110377294,82.19753883702896,-0.8039405094459653,1.7000000476837158,-1.100000023841858,2.13686203956604,5,1,1.182926829,0.239915074,0.411889596,0.348195329,0.085365853,0.018292682,0.025773195,0.142857142,0.36610879,0.36192469,0.27196653,0.17991632,0.61087866,0.20920502,-12.05990485304957,4.088392734527588,17.951537292450666,-0.03658021241426468,12.364634987032137,1.2982417058546785,10.385933646837428,1.3329215301200747,4.051812522113323,-10.726983322929495,1.0882684953976423,0.27362392565712856,85.11796875,13.649449384973405,7,0.01464435,105.106,114,0.23849372,478,,,,0.32698413,0.70032223,0.485623,0.7815534,0.92638037,0.87030075,0.42492013,0.61627907,0.06298494,0.16795984,0.23094477,"Adam Frazier",15223,624428
2024,"Curtis Mead","TBR","Curtis Mead","TBR",2024,23,38,122,132,29,25,3,0,1,10,7,6,0,30,2,1,0,2,2,0,0.237704918,0.045454545,0.227272727,0.2,0.282442748,0.286885245,0.569327993,0.049180327,0.304347826,0.25519760009896664,-5.841316481827861,9.59978897333228,3.6936176734529442,67.35203401329048,0.13955006748437881,-0.40000002086162567,-0.20000000298023224,0.06367551535367966,1,0,0.891891891,0.247311827,0.354838709,0.397849462,0.162162162,0.027027027,0.03030303,0,0.38709677,0.27956989,0.33333333,0.17204301,0.52688172,0.30107527,-4.931007554530269,-2.659459352493286,3.9912813529372215,0.2029033601284027,-2.784048684648341,-0.28753022721067206,-2.3002418176853765,0.20322558283805847,-2.4565559923648834,-4.7277819716922105,0.4090079264715314,0.25519760009896664,88.81850638440861,16.314841649865592,4,0.04255319,112.413,34,0.36170213,94,,,,0.41156463,0.71428571,0.52452026,0.76033058,0.856,0.80894309,0.37313433,0.62121212,0.09957627,0.13135593,0.2309322,"Curtis Mead",23986,678554
2022,"Tyler Wade","LAA","Tyler Wade","LAA",2022,27,67,147,163,32,26,5,0,1,22,8,10,0,33,1,0,5,3,8,5,0.217687074,0.061349693,0.202453987,0.303030303,0.272151898,0.272108843,0.544260741,0.054421769,0.274336283,0.24662759371950657,-8.173380465546801,10.46509121980314,5.6038843232085656,55.036764812112274,-0.5390447056852281,0.09999999403953552,0.30000001192092896,-0.030182287096977234,3,7,1.054054054,0.216494845,0.402061855,0.381443298,0,0.027027027,0.076923076,0.318181818,0.33613445,0.3697479,0.29411765,0.13445378,0.74789916,0.11764706,-8.247313426176264,-3.0899949073791504,4.860632190480828,0.6361451745033264,-6.11509390030726,-0.6420626201196086,-5.136500960956869,-0.5692269927822053,-2.453849732875824,-8.81654041895847,0.29466406104620546,0.24662759371950657,83.87858408505154,11.486604985502577,2,0.01680672,108.997,19,0.15966387,119,,,,0.27635328,0.66064982,0.44585987,0.74226804,0.89617486,0.84285714,0.4410828,0.64417178,0.07006369,0.16082803,0.23089172,"Tyler Wade",15730,642180
2023,"Andrew Benintendi","CHW","Andrew Benintendi","CHW",2023,28,151,562,621,147,106,34,2,5,72,45,52,5,89,3,3,1,12,13,2,0.261565836,0.083735909,0.14331723,0.584269662,0.325806451,0.355871886,0.681678337,0.09430605,0.301486199,0.2989925690782749,-9.996205750556157,65.66902998491986,5.003841201332973,87.48942370842818,0.553844666108489,1.8999999314546585,-0.20000000298023224,1.084083914756775,8,2,1.12804878,0.262156448,0.391120507,0.346723044,0.073170731,0.030487804,0.043243243,0.5,0.32494759,0.38155136,0.29350105,0.13836478,0.6163522,0.24528302,-9.308967072220014,-10.570100784301758,19.28110171481967,-6.546638011932373,-3.4558046371037676,-0.34460420519221113,-2.756833641537689,1.637928580865264,-17.11673879623413,-7.67103849135475,2.0508709356654435,0.2989925690782749,86.5810546875,14.534226239737817,14,0.0293501,109.131,128,0.26834382,477,,,,0.31749623,0.70926829,0.48830285,0.75059382,0.87207703,0.82752613,0.43598469,0.61513688,0.0841479,0.14662133,0.23076923,"Andrew Benintendi",17901,643217
2024,"Luis Matos","SFG","Luis Matos","SFG",2024,22,45,150,156,32,22,5,0,5,14,25,5,1,24,0,1,0,5,0,0,0.213333333,0.032051282,0.153846153,0.208333333,0.237179487,0.346666666,0.583846153,0.133333333,0.221311475,0.24951254629319713,-7.617179306613724,10.631399867666444,1.27566964,59.572624537054566,-0.20520298182964325,0,0,0.16382519900798798,7,0,0.859649122,0.16535433,0.385826771,0.448818897,0.122807017,0.087719298,0.142857142,0,0.51181102,0.33070866,0.15748031,0.22047244,0.49606299,0.28346457,-7.541564168798248,-4.512755393981934,4.71696887165308,-0.5858481526374817,-7.486589531803947,-0.7731979691959049,-6.185583753567239,-0.04137778282165527,-5.098603546619415,-7.582941951619904,0.47798709478229284,0.24951254629319713,86.85300812007874,14.061378298781989,5,0.03937008,109.077,47,0.37007874,127,,,,0.42532468,0.69491525,0.54227941,0.77099237,0.93902439,0.86440678,0.43382353,0.61538462,0.07326007,0.15750916,0.23076923,"Luis Matos",26467,682641
2023,"Luis Campusano","SDP","Luis Campusano","SDP",2023,24,49,163,174,52,38,7,0,7,27,30,7,0,21,3,1,0,8,0,0,0.319018404,0.040229885,0.120689655,0.333333333,0.356321839,0.490797546,0.847119385,0.171779142,0.330882352,0.3639122021609339,6.580527793761404,27.781415101286086,1.92170329,133.1952035648545,-0.3698459342122078,-0.6999999284744263,-1.100000023841858,-1.4025942087173462,4,0,1.134615384,0.223776223,0.412587412,0.363636363,0.115384615,0.134615384,0.06779661,0,0.46853147,0.34265734,0.18881119,0.1958042,0.4965035,0.30769231,7.155550357099684,-3.0548083782196045,5.402434296905994,2.2490856647491455,10.489333409030053,1.045970123312376,8.367760986499007,-1.772440142929554,-0.805722713470459,5.38311021417013,0.5095116114243865,0.3639122021609339,88.54901934003496,13.177065976016172,11,0.07692308,107.613,58,0.40559441,143,,,,0.39465875,0.75378788,0.55241265,0.72932331,0.90954774,0.8373494,0.43926789,0.63218391,0.08955224,0.14096186,0.2305141,"Luis Campusano",22217,669134
2023,"Freddy Fermin","KCR","Freddy Fermin","KCR",2023,28,70,217,235,61,41,10,1,9,26,32,13,0,50,1,3,1,11,0,0,0.28110599,0.055319148,0.212765957,0.26,0.32051282,0.460829493,0.781342313,0.179723503,0.322981366,0.333333693508409,2.919527964051503,31.55291024720265,2.15247252125,107.3557363383723,-0.42378179961815476,-0.3999999761581421,-1.399999976158142,0.19425849616527557,4,2,1.381818181,0.220238095,0.452380952,0.327380952,0.09090909,0.163636363,0.052631578,0.666666666,0.42105263,0.33333333,0.24561404,0.11111111,0.52631579,0.3625731,2.071221732850808,4.523625373840332,7.296391148120165,4.067786693572998,18.505596121390973,1.8453318149270475,14.76265451941638,-0.2295233034528792,8.59141206741333,1.8416984293979288,0.7760944764595479,0.333333693508409,89.90205891927083,11.705561319986979,17,0.0994152,106.803,73,0.42690058,171,,,,0.34132841,0.83333333,0.54347826,0.58918919,0.88888889,0.778,0.41086957,0.67234043,0.12052117,0.10966341,0.23018458,"Freddy Fermin",21840,666023
2022,"Jesse Winker","SEA","Jesse Winker","SEA",2022,28,136,456,547,100,71,15,0,14,51,53,84,1,103,4,3,0,8,0,0,0.219298245,0.153564899,0.188299817,0.81553398,0.34369287,0.344298245,0.687991115,0.125,0.251461988,0.3126926406835898,1.2805484478435945,63.82805772322039,0.8781512524999999,109.77923153718498,-0.653974668122828,-4.4999998807907104,0.8999999761581421,-2.824368476867676,6,0,0.958333333,0.205633802,0.388732394,0.405633802,0.173611111,0.097222222,0.04347826,0,0.38483146,0.35674157,0.25842697,0.20505618,0.50842697,0.28651685,6.019485855575605,-6.5534987449646,16.311446676030755,-6.836418628692627,6.451513984690374,0.6773855054851186,5.419084043880948,-3.478343144990504,-13.389917373657227,2.5411427105851008,0.9888419717317447,0.3126926406835898,87.69024761652543,16.835040938382768,27,0.0758427,109.982,122,0.34269663,356,,,,0.22265322,0.72021277,0.43248093,0.64808362,0.88330871,0.81327801,0.42171377,0.54296161,0.0807537,0.14939435,0.23014805,"Jesse Winker",13590,608385
2023,"Luis Matos","SFG","Luis Matos","SFG",2023,21,76,228,253,57,41,13,1,2,24,14,20,0,33,3,0,2,3,3,0,0.25,0.079051383,0.130434782,0.606060606,0.318725099,0.342105263,0.660830362,0.092105263,0.284974093,0.29492441995210383,-4.927318592456458,25.89925892940414,4.333386079287132,85.22783581387404,0.10687209665775299,-1.2999999523162842,0.30000001192092896,-0.49136343598365784,9,0,1.205479452,0.174358974,0.451282051,0.374358974,0.02739726,0.02739726,0.102272727,0,0.4213198,0.40609137,0.17258883,0.14720812,0.58883249,0.26395939,-4.630022537795184,-7.612591743469238,7.855263661593199,-0.20233210921287537,-4.233332472288339,-0.42213733851283597,-3.3770987081026878,-0.38449133932590485,-7.814923852682114,-5.014513877121089,0.7408415959216654,0.29492441995210383,87.13665834407216,6.278431056701031,4,0.02030457,108.366,61,0.30964467,197,,,,0.28436911,0.71621622,0.46170921,0.7218543,0.92075472,0.84855769,0.41065483,0.54940711,0.06969027,0.16039823,0.2300885,"Luis Matos",26467,682641
2023,"Rafael Devers","BOS","Rafael Devers","BOS",2023,26,153,580,656,157,90,34,0,33,90,100,62,10,126,11,3,0,15,5,1,0.270689655,0.094512195,0.19207317,0.492063492,0.350609756,0.5,0.850609756,0.229310345,0.29245283,0.3591708377603407,22.226197593772635,102.15597962673925,3.032120041330362,123.9441988195994,-0.6009619436226785,-2,-1.2000000476837158,-2.585331916809082,12,0,1.089385474,0.179824561,0.427631578,0.392543859,0.100558659,0.184357541,0.061538461,0,0.41137856,0.34792123,0.24070022,0.15317287,0.43326039,0.41356674,18.820741408431754,-6.184905052185059,20.367798268795013,2.006171941757202,33.989972181079764,3.3893951128507185,27.115160902805748,-3.1862938604317605,-4.1787331104278564,15.634447547999994,2.1664594747126102,0.3591708377603407,93.11866414835166,12.44827652815934,58,0.12691466,115.043,250,0.54704595,457,,,,0.36050157,0.79065041,0.52462195,0.70782609,0.79820051,0.75979305,0.38154323,0.58993902,0.12587142,0.1041828,0.23005422,"Rafael Devers",17350,646240
2022,"Richie Palacios","CLE","Richie Palacios","CLE",2022,25,54,112,123,26,20,6,0,0,7,10,9,1,20,1,1,0,2,2,0,0.232142857,0.073170731,0.162601626,0.45,0.292682926,0.285714285,0.578397211,0.053571428,0.279569892,0.25800034892363627,-5.056346460631029,9.00826714242445,3.3693077481468725,66.06265480461845,0.2799666807986796,0.10000000149011612,-0.10000000149011612,0.10153881460428238,2,1,1.354838709,0.206521739,0.456521739,0.336956521,0.161290322,0,0.047619047,1,0.35483871,0.3655914,0.27956989,0.20430108,0.61290323,0.1827957,-4.697321876337663,-0.9453560709953308,3.667839014902711,-1.9855965375900269,-3.3565761126008864,-0.3524282846055935,-2.819426276844748,0.38150549540296197,-2.9309526085853577,-4.315816380934701,0.2223538620164618,0.25800034892363627,84.95360791552197,13.512693971067995,1,0.01075269,104.692,20,0.21505376,93,,,,0.31271478,0.69369369,0.47758285,0.74725275,0.88961039,0.83673469,0.43274854,0.56097561,0.07797271,0.15204678,0.23001949,"Richie Palacios",24589,680700
2024,"Marcus Semien","TEX","Marcus Semien","TEX",2024,33,159,650,718,154,102,27,2,23,101,74,64,2,105,3,1,0,9,8,3,0.236923076,0.08913649,0.146239554,0.609523809,0.307799442,0.39076923,0.698568672,0.153846154,0.250478011,0.30588280763373027,-2.4827573515565704,81.5074980787842,4.285067644552573,98.97228367035243,-0.9330537393689156,-0.30000001192092896,-0.30000001192092896,2.464308738708496,25,0,0.931034482,0.179487179,0.395604395,0.424908424,0.137931034,0.099137931,0.11574074,0,0.503663,0.29304029,0.2032967,0.16849817,0.50549451,0.32600733,-0.844312674561293,13.330607414245605,21.710151601582766,2.3708267211914062,40.32328329821139,4.164497148540168,33.31597718832134,1.5312549993395805,15.701434135437012,0.6869423247782875,2.22475523641333,0.30588280763373027,87.3942866597606,17.02038911429558,36,0.06593407,112.099,192,0.35164835,546,,,,0.30314708,0.78671656,0.5,0.64194915,0.90368609,0.80959634,0.40708302,0.60306407,0.09516559,0.13475447,0.22992006,"Marcus Semien",12533,543760
2023,"Alec Bohm","PHI","Alec Bohm","PHI",2023,26,145,558,611,153,102,31,0,20,74,97,42,1,94,5,6,0,23,4,1,0.274193548,0.06873977,0.153846153,0.44680851,0.327332242,0.437275985,0.764608227,0.163082437,0.295555555,0.3292119661315543,5.499249514067758,79.94604345026075,2.8775466136160195,105.64327993718072,-0.7624363284558058,-3.200000047683716,-3.200000047683716,-2.5149455070495605,7,0,1.251572327,0.238297872,0.423404255,0.338297872,0.081761006,0.125786163,0.035175879,0,0.30212766,0.40425532,0.29361702,0.15319149,0.53191489,0.31489362,4.271606732035268,-3.2830862998962402,18.97061698511243,-3.888317584991455,14.582585092043715,1.454138955465676,11.633111643725409,-3.2773818355053663,-7.171403884887695,0.9942248965299019,1.7891470952890813,0.3292119661315543,89.38555518617021,11.110457529920213,27,0.05744681,109.288,196,0.41702128,470,,,,0.34328358,0.70071502,0.49866785,0.74599542,0.90670554,0.84416741,0.43472469,0.60392799,0.07750221,0.15234721,0.22984942,"Alec Bohm",21618,664761
2024,"Josh Naylor","CLE","Josh Naylor","CLE",2024,27,152,563,633,137,79,27,0,31,84,108,58,7,105,7,4,0,17,6,2,0.243339253,0.091627172,0.165876777,0.552380952,0.319620253,0.456483126,0.776103379,0.213143873,0.245939675,0.33160023488998414,10.913591240897764,84.96071058268845,3.236399162571689,118.28837056897655,-0.6912746652960777,-0.30000001937150955,0.10000000149011612,-1.8415868282318115,5,0,1.293413173,0.17099567,0.467532467,0.361471861,0.107784431,0.185628742,0.023148148,0,0.41558442,0.37445887,0.20995671,0.16017316,0.52597403,0.31385281,13.245987181916822,1.9014354944229126,19.140008306130767,-11.843277931213379,21.87267047785408,2.2589597469614384,18.071677975691507,-2.5328614935278893,-9.941842436790466,10.713125688388933,1.9613789201248437,0.33160023488998414,89.88228828463204,11.032870205965908,39,0.08423326,110.934,189,0.40820734,463,,,,0.35479256,0.73672316,0.50284713,0.69758065,0.86656442,0.79355401,0.38764783,0.59873618,0.10353866,0.12625601,0.22979467,"Josh Naylor",18839,647304
2022,"Bo Bichette","TOR","Bo Bichette","TOR",2022,24,159,652,697,189,121,43,1,24,91,93,41,0,155,2,2,0,21,13,8,0.2898773,0.058823529,0.222381635,0.264516129,0.332855093,0.469325153,0.802180246,0.179447853,0.347368421,0.3474860288833443,20.89757461601709,100.59705169999813,3.7730235085004664,129.34172848499162,-1.2562471311539412,0.6000000238418579,-2,1.216185450553894,7,0,1.577922077,0.204408817,0.486973947,0.308617234,0.051948051,0.155844155,0.028806584,0,0.29258517,0.36873747,0.33867735,0.10621242,0.54509018,0.34869739,23.01366650068973,-6.003459930419922,20.784421084448695,6.96159029006958,45.97616148228132,4.827329749241059,38.61863799392847,-0.04006168060004711,0.9581303596496582,22.973604820089683,1.2600052180932835,0.3474860288833443,91.86459387651821,8.533244638790485,48,0.09619238,112.397,251,0.50300601,499,,,,0.38617886,0.80497132,0.55987312,0.66140351,0.88836105,0.79674221,0.4147502,0.66140603,0.11379857,0.11578113,0.2295797,"Bo Bichette",19612,666182
2022,"Max Kepler","MIN","Max Kepler","MIN",2022,29,115,388,446,88,60,18,1,9,54,43,49,1,66,5,4,0,7,3,2,0.226804123,0.10986547,0.147982062,0.742424242,0.31838565,0.347938144,0.666323794,0.121134021,0.249211356,0.2980848578924543,-4.131706120410762,46.86681149717251,3.4000695236450365,93.79754070807071,-0.6620755563490093,0.699999988079071,0.800000011920929,-0.5111292600631714,10,0,1.330357142,0.199386503,0.457055214,0.343558282,0.098214285,0.080357142,0.067114093,0,0.45092025,0.33128834,0.21779141,0.15337423,0.54907975,0.29754601,-3.112906845250926,9.626326560974121,13.299643907696009,-4.7856645584106445,14.66045296777802,1.539294244387463,12.314353955099705,-1.1732048164121807,4.840662002563477,-4.2861116616631065,0.8062587191816419,0.2980848578924543,89.09936972776073,11.190525546395705,23,0.07055215,113.85,130,0.39877301,326,,,,0.2741433,0.71717172,0.45954106,0.66287879,0.90945674,0.8239159,0.41847826,0.58295964,0.08091787,0.14855072,0.2294686,"Max Kepler",12144,596146
2024,"Keibert Ruiz","WSN","Keibert Ruiz","WSN",2024,25,127,459,485,105,71,21,0,13,46,57,16,0,54,5,5,0,13,3,1,0.228758169,0.03298969,0.111340206,0.296296296,0.259793814,0.359477124,0.619270938,0.130718955,0.231738035,0.26848829947796066,-16.274291149537177,40.46007359101335,2.8589724476783003,70.74136544654421,-0.5311092585325241,-0.30000000447034836,-0.10000000149011612,-0.6161440014839172,3,0,0.756613756,0.188264058,0.349633251,0.462102689,0.158730158,0.068783068,0.02097902,0,0.51219512,0.34146341,0.14634146,0.19512195,0.55609756,0.24878049,-16.969032346467586,-7.828310251235962,14.66493527404964,7.358253479003906,-2.435357483067648,-0.25151819158439026,-2.012145532675122,-1.1472532600164413,-0.47005677223205566,-18.116285606484027,1.486049621598795,0.26848829947796066,85.43662875306373,19.84497189989277,13,0.03170732,107.95,104,0.25365854,410,,,,0.40473738,0.68895349,0.52260398,0.82951654,0.93459916,0.88696655,0.41470766,0.64742268,0.0589651,0.17027677,0.22924188,"Keibert Ruiz",19610,660688
