"pitcher","pitcher_name","pitch_hand","n_pitches","team_id","ball_angle","relative_release_ball_x","release_ball_z","relative_shoulder_x","shoulder_z"
681882,"Selby, Colin","R",112,9999,"49.8",-1.3073644137073275,5.712410714,0.2458444375477464,3.8751310884581094
640470,"Alzolay, Adbert","R",329,112,"42.2",-1.7056115792529314,6.245775076,-0.00411301735394351,4.701458562651366
694646,"McDermott, Chayce","R",82,110,"42.3",-1.7067486272309467,5.527926829,-0.0247967099256554,3.9987970207817054
605488,"Springs, Jeffrey","L",565,139,"42.5",1.6602089952633952,5.982159292,0.0011339720473869516,4.461204646727558
669270,"Kuhnel, Joel","R",158,9999,"34.8",-2.1897443252060733,6.263164557,-0.1766485593086486,4.8614093013154625
683232,"Mears, Nick","R",1011,9999,"60.8",-0.623556130785405,6.16520277,0.4693163229431687,4.2098683294808845
667725,"Tyler, Kyle","R",579,146,"61.5",-0.5181443916343177,5.922590674,0.4502419379716087,4.140158056332912
664299,"Javier, Cristian","R",570,117,"38.4",-1.915512380416052,5.801403509,-0.03313321715608093,4.30815126528443
676661,"Lazar, Max","R",214,143,"55.7",-0.8552526920287086,5.850373832,0.42442643976877065,3.9746170152598017
676614,"Sammons, Bryan","L",374,116,"33.9",2.172287714851633,5.530454545,0.19305653888682353,4.200147065019494
664126,"Fairbanks, Pete","R",696,139,"55.5",-1.1271475398438051,6.955316092,0.31245367634253324,4.855757237051042
663941,"Beck, Tristan","R",242,137,"44.9",-1.7603249385386368,6.052190083,-0.09594287650447103,4.397256818550112
571656,"Farmer, Buck","R",1167,113,"29.7",-1.936675861410179,5.693161954,0.12909357089723786,4.512314025022643
656222,"Beeks, Jalen","L",1157,9999,"49.5",1.7218073496372885,5.985280899,0.20394768694623303,4.209234505459293
656354,"Davis, Austin","L",142,135,"24.2",2.5422808217266835,5.319929577,0.4212851547789409,4.366394462855563
656716,"McKinstry, Zach","R",12,116,"55.8",-1.3819049077178054,6.914166667,-0.21496599821746878,5.200885308972073
670102,"Francis, Bowden","R",1558,141,"40.2",-1.8601146811232712,5.917188703,-0.09745535091151643,4.426798381534897
686752,"Pepiot, Ryan","R",2148,139,"41.8",-1.6844739431351576,5.964283054,-0.03205098628413613,4.487714755673723
672582,"Zerpa, Angel","L",950,118,"31.7",1.9329751452252928,5.406315789,0.10166210554461028,4.275477963035936
700249,"Povich, Cade","L",1381,110,"40.8",1.7929954178565328,5.811354091,0.008872285834879019,4.271760473242028
657097,"Webb, Jacob","R",933,110,"32.0",-2.2504240618995426,5.534983923,-0.31218205613922434,4.325849643016126
682120,"Herrin, Tim","L",990,114,"30.9",2.3761960638626025,5.720121212,0.3704288530582113,4.517394167701973
694813,"Stone, Gavin","R",2152,119,"47.0",-1.261773651852963,5.611933086,0.2622877372290579,3.976714261533439
675540,"Curry, Xzavion","R",635,9999,"59.8",-0.8530668540846457,6.004440945,0.29431331663087573,4.036655805858495
660896,"Alcala, Jorge","R",930,142,"49.2",-1.5350057164029598,6.526204301,0.040049841488892686,4.698835027408815
660761,"Suarez, José","L",987,108,"40.2",1.8095025449487578,5.597760892,0.1615070151722841,4.201810220477623
542888,"Armstrong, Shawn","R",1109,9999,"39.9",-1.9627118985369405,5.799603246,-0.1858653498599211,4.313288856447574
668970,"Hollowell, Gavin","R",29,112,"7.7",-3.180368800143402,5.04137931,-0.7059655264613683,4.7065936935275685
606160,"Montero, Rafael","R",677,117,"34.5",-1.9291538649022388,5.089084195,-0.035627669781488555,3.7872858550752126
605400,"Nola, Aaron","R",3189,143,"20.1",-2.4011946140621245,5.024550016,-0.24431070963634471,4.236191173983199
642834,"Bermúdez, Jonathan","L",121,146,"30.5",2.040786110486701,5.197438017,0.19147192513368982,4.108029956836227
674003,"Bradford, Cody","L",1175,140,"56.6",1.0587746119575625,6.224374468,-0.270132689422384,4.206505137027346
660825,"Bazardo, Eduard","R",441,136,"44.2",-1.550881713052949,5.816780045,0.13337333458635967,4.18154935489347
605156,"Brooks, Aaron","R",403,133,"41.2",-1.8492674370128572,6.305831266,-0.09235477722783225,4.766574700884188
687765,"Spence, Mitch","R",2480,133,"47.4",-1.6672343903423559,6.205987903,-0.09307258405928356,4.494800895362551
592741,"Shreve, Chasen","L",10,115,"36.1",1.745268051926267,5.908,-0.13906353832442073,4.534378324420677
678692,"Henriquez, Ronny","R",303,142,"43.2",-1.4498771298967614,5.348745875,-0.006844629462946299,3.9917520702070197
676664,"Sears, JP","L",2856,133,"21.4",2.3110987940334904,4.639856443,0.28865699019358176,3.847992704760155
605463,"Scott, Tayler","R",1178,117,"13.2",-2.7837314949464687,4.77655348,-0.5824923124937581,4.259493113573573
663567,"Lambert, Peter","R",1039,115,"53.7",-1.1604147387975714,6.097901829,0.1867814399729617,4.264264220361341
621114,"Burr, Ryan","R",570,141,"57.5",-1.0442098807459186,6.402,0.21706496825843571,4.424119813146947
570632,"Ureña, José","R",1758,140,"31.3",-2.228260857459459,5.668714448,-0.19095539839268014,4.428397145161715
545121,"Vargas, Ildemaro","R",3,120,"33.1",-2.2271630889565452,5.593333333,-0.5695778966131907,4.509426827094474
519151,"Pressly, Ryan","R",953,117,"57.2",-1.0165171327901479,5.962497377,0.23832714347973283,4.013429325537333
657612,"Hill, Tim","L",982,9999,"-19.6",3.102259693804157,3.142362525,0.877205957139382,3.9345277872470947
657265,"Strzelecki, Peter","R",192,114,"19.9",-2.6741565243302694,4.950625,-0.6672533705622401,4.223029711638446
687330,"Kelly, Kevin","R",1032,139,"3.0",-2.7095154995990733,3.715707364,-0.6287912040203677,3.605741282006111
661269,"Gutierrez, Vladimir","R",80,146,"41.6",-1.6744778669148965,5.21675,0.11640258021390379,3.6254655759803933
621237,"Alvarado, José","L",1017,143,"65.1",0.5206819358590492,6.65460177,-0.5324393113855889,4.374738650955157
518585,"Cruz, Fernando","R",1138,113,"45.4",-1.667858134265557,6.028646749,-0.10075219863788307,4.437668922320482
805673,"Matthews, Zebby","R",715,142,"42.0",-1.8221338457328342,5.974237762,-0.23925469042543906,4.551288997544348
687924,"Aguiar, Julian","R",530,113,"28.4",-2.091328359086287,5.524207547,-0.05857864224935256,4.423243422123565
608344,"Irvin, Cole","L",1767,9999,"40.0",2.009759765310023,6.094272779,0.2358155948781735,4.605764152964779
543294,"Hendricks, Kyle","R",2134,112,"43.0",-1.833666455874699,5.987469541,-0.04584381084119766,4.321524930377706
572020,"Paxton, James","L",1708,9999,"42.3",1.92484538317952,6.051522248,0.11154186688833498,4.399527986679022
685314,"Saalfrank, Andrew","L",26,109,"48.3",1.515122054867133,6.245769231,-0.07172519539284242,4.465498035787741
670174,"Winckowski, Josh","R",1240,111,"51.0",-1.1569769240218746,6.031991935,0.26791478566499954,4.270517621327128
676106,"Hancock, Emerson","R",1013,136,"27.5",-2.099057783313883,5.568716683,-0.0629507451261937,4.5110821021902465
670990,"Ramírez, Yohan","R",768,9999,"26.4",-2.4055927729857602,5.168932292,-0.44921234414457084,4.199304927723925
668868,"Thompson, Zack","L",317,138,"55.2",1.0378936428943484,5.935962145,-0.30764332816005674,3.9978012767309385
656641,"Latz, Jacob","L",813,140,"50.6",1.1645739145611191,5.936260763,-0.2733281209095514,4.187472351691434
672782,"Gómez, Yoendrys","R",214,147,"41.6",-1.6687226195525886,5.505981308,0.10579252836223696,3.9275816336815126
573186,"Stroman, Marcus","R",2579,147,"32.5",-1.9202310426276115,5.226281504,-0.18844095156339524,4.121246778311593
676477,"Whitlock, Garrett","R",320,111,"29.5",-2.277227710200709,5.46459375,-0.30776584029634585,4.351205801581996
650911,"Sánchez, Cristopher","L",2796,143,"32.2",2.0508939527051213,6.181698856,0.07531110307824518,4.937299007016651
664192,"Lucchesi, Joey","L",179,121,"45.0",1.8208468863543947,5.961787709,0.1738329449606151,4.3127285827383295
669459,"Nelson, Kyle","L",145,109,"42.5",1.3845809623905074,5.806413793,-0.11825501444464928,4.4318737027475565
678821,"Peralta, Luis","L",181,115,"33.1",2.0151399229494835,5.320939227,0.08931289479126657,4.06525137629135
676568,"Vanasco, Ricky","R",45,9999,"51.3",-1.1430777965923384,5.697111111,0.37690441671618136,3.7919444206773614
678226,"Hernández, Daysbel","R",330,144,"40.1",-1.9680230565438899,5.794242424,-0.23665139658618248,4.333675741911093
622065,"Young, Alex","L",267,9999,"30.4",2.0005852739420344,5.931423221,-0.0005770654329147419,4.75936241229212
656232,"Bielak, Brandon","R",485,9999,"45.6",-1.6561325035700583,6.208515464,0.012547022070308915,4.503492767149972
681066,"Bush, Ky","L",328,145,"48.4",1.372885811081677,6.286402439,-0.2263464623820704,4.486914555073693
502085,"Robertson, David","R",1211,140,"44.7",-1.3893451659260605,5.821701073,0.05075309757113565,4.396749008936205
676714,"Hughes, Brandon","L",350,109,"23.4",2.217405930283121,5.386914286,0.21269044843391893,4.520414723198374
678394,"Bello, Brayan","R",2709,111,"28.2",-2.2936349513851986,5.180059062,-0.2552486608643929,4.084940255101341
642207,"Williams, Devin","R",391,158,"23.5",-2.2875671743581387,5.289130435,-0.3676329834375042,4.4575873736613945
691441,"Mena, Cristian","R",70,109,"48.2",-1.3337520324397976,6.146142857,0.13722957091927684,4.498737736185382
543135,"Eovaldi, Nathan","R",2621,140,"32.6",-2.6056144678190534,5.507264403,-0.5754545862262913,4.210155175393318
573124,"Rogers, Taylor","L",1060,137,"29.1",1.9079096388059325,5.671754717,-0.16788201232637137,4.514249885817105
656887,"Reid-Foley, Sean","R",379,121,"45.9",-1.5718554355211602,5.493166227,-0.049050509126653756,3.9199456998198667
621366,"Borucki, Ryan","L",174,134,"28.7",2.249381075349922,5.69183908,0.196440127440736,4.566039055873133
642100,"Speier, Gabe","L",422,136,"28.2",1.9564859898806677,5.331327014,0.02147453768237151,4.295291308470825
670219,"Kristofak, Zac","R",39,108,"40.6",-1.4687487872943197,5.286923077,0.03425494995200878,3.9959251999634353
518397,"Alexander, Scott","L",566,133,"36.6",1.9281472321836084,5.721413428,0.13380433838488812,4.388575156522611
663158,"Suarez, Robert","R",953,135,"45.7",-1.3814678441558854,6.224700944,0.2505435925204769,4.55026101353639
666163,"Rortvedt, Ben","R",5,139,"40.3",-1.8803802837674062,6.276,-0.13129625668449196,4.795344973262033
641726,"Jefferies, Daulton","R",281,9999,"30.9",-2.101070528792946,5.791103203,-0.3255320538438604,4.727545529081903
502043,"Gibson, Kyle","R",2763,138,"45.1",-1.6622144149004514,6.247676439,0.0013884058700307002,4.579021336053253
664208,"Maton, Phil","R",1048,9999,"31.2",-2.133554635237934,5.329675573,-0.2126981892340559,4.164968452429548
628452,"Iglesias, Raisel","R",928,144,"33.5",-2.2666526522149595,5.541045259,-0.2823312577793659,4.227578573706128
621381,"Strahm, Matt","L",952,143,"30.8",2.1714382147518783,5.391313025,0.03806376743210654,4.118092361048693
663947,"Holton, Tyler","L",1338,116,"43.2",1.719238400693832,5.89009716,0.04131163854317377,4.314947225486209
665795,"Cabrera, Edward","R",1734,146,"42.0",-1.6954773178697256,6.151972318,0.10661359827668086,4.528603850586058
622088,"Antone, Tejay","R",47,113,"30.1",-2.462267280219024,5.859574468,-0.3734393958357038,4.650820006068191
666974,"Cano, Yennier","R",1008,110,"17.6",-2.8913293232672777,5.472083333,-0.47362847514005596,4.703143853450467
607536,"Freeland, Kyle","L",1769,115,"27.3",2.1655021150039127,5.723629169,0.133707758545116,4.675910565603491
571527,"Buchanan, David","R",58,113,"53.8",-1.173899945373781,6.254482759,0.20595291351650383,4.3694549081074445
679156,"Pennington, Walter","L",329,9999,"28.7",2.5271979768533495,5.768176292,0.4367597578683309,4.625125065693588
669062,"Miller, Erik","L",1269,137,"37.1",1.9534487080830576,6.389078014,-0.00617008367642495,4.9117366353705325
608566,"Márquez, Germán","R",70,115,"40.2",-1.8614505028316588,6.022857143,-0.08444608734402852,4.518092709447417
643410,"Leiter Jr., Mark","R",1008,9999,"50.3",-1.3895920347935518,5.802847222,0.01516515832343038,4.110382076012226
663462,"Campbell, Isaiah","R",119,111,"48.2",-1.6693967991854013,6.485294118,-0.08537154915442113,4.71250031980707
605452,"Ross, Joe","R",1197,158,"34.7",-1.999836891910831,5.689206349,-0.1448931808874531,4.404681786611506
593423,"Montas, Frankie","R",2632,9999,"42.7",-1.6702669268424923,5.940531915,0.033713203937280924,4.37181050294876
641927,"Ober, Bailey","R",2692,142,"35.0",-2.1973382258598297,5.985746657,-0.1650137036720675,4.560944401382059
677865,"Bruihl, Justin","L",99,134,"39.5",1.95093425261583,5.466767677,0.3545777849799242,4.149969200921874
670766,"McCaughan, Darren","R",713,9999,"29.6",-2.15823693028108,5.259102384,-0.14872199713494996,4.11693531624303
680739,"Winder, Josh","R",141,142,"44.3",-1.6104052976308787,5.835319149,0.1562031914893617,4.107565677425061
642701,"Santana, Dennis","R",1106,9999,"32.3",-2.4010185760972984,5.741491863,-0.34262875604787385,4.440307997859674
683155,"Estes, Joey","R",2027,133,"37.3",-1.7825559734712484,5.862654169,0.03257125679441623,4.479246618071361
570257,"Rodríguez, Joely","L",249,111,"31.3",2.2008636939095862,5.522088353,0.19635342725626218,4.302855856939347
642520,"Garabito, Gerson","R",492,140,"43.7",-1.9088330753844989,5.731422764,-0.241772855346869,4.1365189873991
676979,"Crochet, Garrett","L",2367,145,"37.6",1.9859444118600635,6.100397127,0.059108583147511724,4.617481752137032
665152,"Kremer, Dean","R",2171,110,"41.0",-1.7797091577545783,6.04015661,-0.05282877273014649,4.5371157325004425
572955,"Johnson, Pierce","R",916,144,"39.2",-1.9382777214791884,6.133831878,-0.18777349564875578,4.704488011407419
622075,"Almonte, Yency","R",266,112,"39.4",-2.1396227167705586,5.831203008,-0.21944443394582722,4.253908466688112
543766,"Shaw, Bryan","R",95,145,"40.0",-1.9882462964147232,6.039894737,-0.3090840050661414,4.6310137845951775
641154,"López, Pablo","R",2985,142,"38.3",-2.1003531825457444,5.583159129,-0.21565295500079124,4.093698536682235
671212,"Boyle, Joe","R",964,133,"48.2",-1.3338687503487976,6.224294606,0.2720732863477344,4.425977984630289
675989,"Bolton, Cody","R",312,136,"32.8",-1.9578779346776753,5.403653846,0.022192690479455168,4.126448098633394
663362,"Waldron, Matt","R",2448,135,"28.6",-2.4117433917980073,5.479093137,-0.461148258682558,4.415699664464709
641482,"Cortes, Nestor","L",2849,147,"47.1",1.682274118455791,5.71963145,0.28441208170111926,4.215708523771366
672282,"Detmers, Reid","L",1557,108,"45.4",1.4723519362551265,6.140706487,-0.113610913338302,4.531944176893038
656605,"Keller, Mitch","R",2848,134,"34.7",-1.9514175314775692,5.753110955,-0.16204622598464832,4.512348614282275
674370,"Bido, Osvaldo","R",1055,133,"33.9",-2.0852033169894075,5.847554502,-0.08690994956534968,4.505703603669828
675650,"Mercado, Michael","R",260,143,"36.8",-1.8763798340845643,6.080769231,0.01978440833676128,4.659374155011657
640454,"Krook, Matt","L",27,110,"27.3",2.4520119041513513,5.852592593,0.28914449395919983,4.73314131181092
687424,"Maldonado, Anthony","R",297,146,"36.4",-1.9801076187281337,6.230909091,-0.11958146437638409,4.858504426319041
655889,"Rodríguez, Manuel","R",605,139,"46.8",-1.5535368844746882,5.540280992,-0.008615722809033449,3.897671408199643
683822,"Uwasawa, Naoyuki","R",62,111,"50.6",-1.4571805543741345,6.257580645,-0.0005924084296475393,4.480406395549422
686973,"Varland, Louie","R",901,142,"41.2",-1.9216590984999138,5.532708102,-0.23249851482112383,4.054341264607954
676395,"Garcia, Robert","L",946,120,"24.5",2.445946688104168,5.589608879,0.286191742509035,4.605416481535921
641658,"Hampson, Garrett","R",13,118,"45.3",-2.1614540804728697,6.303846154,-0.6102351707116414,4.735341443850267
642547,"Peralta, Freddy","R",3066,158,"36.9",-2.172796899421919,5.279817352,-0.389027516299172,3.9410911933598665
663485,"Sands, Cole","R",1154,142,"25.9",-2.346828611636855,5.750831889,-0.23041003237595642,4.721914213523756
681799,"Roberts, Ethan","R",474,112,"32.0",-1.7402484686070685,5.058227848,-0.07301062918838418,4.018562407582899
622766,"Díaz, Miguel","R",10,117,"37.5",-1.7883769538223289,5.848,-0.009933493761140822,4.482748921568628
502624,"Anderson, Chase","R",1016,9999,"42.9",-1.6451803502189457,5.749212598,0.027916873429758453,4.1986923460812315
687396,"Headrick, Brent","L",60,142,"35.9",2.000749338209305,6.058833333,0.03135915478312538,4.630466333927511
573262,"Yastrzemski, Mike","L",2,137,"42.0",1.8458375647015521,6.43,0.3589014705882352,5.091760294117647
682175,"Jacques, Joe","L",50,9999,"10.1",2.759085003548597,4.4728,0.4691486666666667,4.064913632798573
683769,"Gaddis, Hunter","R",1075,114,"34.2",-2.1084926308059138,6.154111628,-0.11468715881109336,4.796770656883469
571771,"Hernández, Enrique","R",3,119,"62.8",-1.1895487901709416,7.186666667,-0.10838636363636345,5.078638383838384
571760,"Heaney, Andrew","L",2729,140,"29.5",2.3249950101168784,5.027753756,0.35140994863383856,3.9099913532540493
678906,"Teng, Kai-Wei","R",204,137,"23.8",-2.471416820089965,5.489803922,-0.479119467162979,4.611303202002724
668968,"Crouse, Hans","R",437,108,"26.1",-2.1601070201214774,5.814370709,0.12773631040516892,4.693321325925835
592767,"Smyly, Drew","L",1015,112,"51.6",1.4344182351889796,6.630482759,-0.07906935978153017,4.7203231138975985
680732,"Burke, Sean","R",309,145,"41.4",-1.6074130908055981,6.095598706,0.11681024176660956,4.578093325314826
548389,"Stripling, Ross","R",1357,133,"61.3",-1.0531280907238905,6.863677229,0.07571144701600079,4.800245352283075
676391,"Clement, Ernie","R",4,141,"13.4",-2.6367327232451085,4.99,-0.6883814393939394,4.52529986631016
683068,"Penrod, Zach","L",86,111,"44.5",1.7468210027075615,6.197209302,0.11659148944990257,4.598302074783402
671096,"Abbott, Andrew","L",2333,113,"45.0",1.6470728370678152,5.862678954,0.10519578209415695,4.319956515522082
657376,"Schmidt, Clarke","R",1454,147,"35.1",-1.9219600941680652,5.640742779,0.012585028086512825,4.280150257939865
682227,"Williamson, Brandon","L",256,113,"46.0",1.5782327022582936,6.713867188,-0.14501131385082452,4.929035080701317
665620,"García, Deivi","R",282,145,"39.1",-1.884605149357996,5.439893617,-0.20887467446682087,4.0734968303181995
666205,"Muller, Kyle","L",725,133,"52.8",1.3614584068511837,6.597737931,-0.21239215108488543,4.52291223935091
661395,"Duran, Jhoan","R",881,142,"33.6",-2.0905063997988482,5.94908059,-0.06797079542166681,4.606181890514952
681517,"Leahy, Kyle","R",695,138,"46.0",-1.5361416734470736,5.836446043,0.08543056784518907,4.155368119878423
695243,"Miller, Mason","R",1024,133,"34.0",-2.162280814416071,6.05671875,-0.14260596033868086,4.69620780814812
687911,"King, Bryan","L",416,117,"37.1",1.7823449026963099,5.609375,0.058355118564034046,4.304665609145753
543056,"Coulombe, Danny","L",466,110,"58.2",0.8713863370804028,6.134399142,-0.31371296083786604,4.22505951512091
605397,"Musgrove, Joe","R",1522,135,"35.5",-2.2991047993788416,6.35521025,-0.2248244760154691,4.876473902138803
663574,"Santillan, Tony","R",504,113,"27.9",-2.029460451537222,5.467956349,-0.0077590153990889175,4.394735078551623
